Shear_Strain_(%)	Shear_Stress_(kPa)	Axial_Strain_(%)	Effective_Vertical_Stress_(kPa)
0.28717	2.4291	0.011605	34.957
0.28046	2.1668	0.0062303	34.982
0.27657	2.1761	0.013133	34.93
0.27581	2.0855	0.014354	34.978
0.27524	1.9471	0.019668	35.062
0.27638	1.878	0.018691	35.161
0.27565	1.8146	0.0086736	35.277
0.2635	1.7492	0.0097119	35.337
0.27129	1.7222	0.0069633	35.303
0.25925	0.71121	0.024616	35.115
0.23333	-0.8275	0.021928	34.364
0.21065	-2.2324	0.032923	33.713
0.18844	-3.4465	0.010384	33.101
0.16405	-4.5661	0.017347	32.576
0.13729	-5.6184	0.021379	32.127
0.10662	-6.6082	0.021623	31.764
0.07913	-7.2929	0.017225	31.63
0.034507	-8.0768	0.0058027	31.438
0.0024065	-8.7567	0.018569	31.305
-0.049844	-9.3527	0.026265	31.304
-0.081863	-9.9248	0.024371	31.337
-0.11971	-10.384	0.015515	31.291
-0.16613	-10.801	0.0065357	31.323
-0.21296	-11.206	0.011178	31.447
-0.28699	-11.578	-0.0040314	31.493
-0.33102	-11.965	0.00061081	31.686
-0.36718	-12.281	0.016981	31.809
-0.38986	-12.603	0.025104	31.857
-0.41841	-12.87	0.011728	32.045
-0.45178	-13.144	0.026265	32.176
-0.47027	-13.394	0.026632	32.256
-0.5242	-13.651	0.018019	32.379
-0.55985	-13.929	0.020218	32.589
-0.59696	-14.195	0.020646	32.783
-0.65009	-14.499	0.011667	33.088
-0.71886	-14.744	0.010872	33.364
-0.74421	-14.802	0.016736	33.42
-0.74798	-14.411	0.018691	33.234
-0.67911	-12.22	0.010689	31.894
-0.62625	-9.6492	0.020401	30.376
-0.62087	-9.2143	0.018263	30.052
-0.61942	-9.2081	0.011422	30.065
-0.61964	-9.1958	0.011605	29.99
-0.60308	-8.3247	0.03164	29.503
-0.5893	-6.9996	0.011422	28.651
-0.58073	-6.194	0.0226	28.017
-0.57088	-5.4184	0	27.446
-0.56311	-4.5995	0.016553	26.853
-0.55699	-3.9009	0.011422	26.367
-0.54543	-3.2961	0.0084903	25.953
-0.52862	-2.7828	0.02315	25.627
-0.51718	-2.3438	0.021379	25.221
-0.5017	-2.0096	0.013865	24.911
-0.50211	-1.834	0.02712	24.714
-0.48504	-1.3117	0.021134	24.002
-0.46668	-0.80767	0.02089	23.294
-0.46189	-0.3186	0.019729	22.57
-0.44786	0.10058	0.018691	21.944
-0.429	0.81188	0.011667	21.023
-0.40634	1.4249	0.029747	20.33
-0.3732	2.1627	0.016553	19.506
-0.3556	2.7017	0.022844	18.95
-0.32476	3.2705	0.016614	18.296
-0.28371	3.8004	0.016614	17.744
-0.21749	4.3051	0.013133	17.194
-0.1541	4.7253	0.029563	16.908
-0.11143	5.1314	0.01356	16.596
-0.085473	5.4697	0.012094	16.371
-0.051802	5.8131	0.019913	16.347
-0.0013868	6.1502	0.014843	16.3
0.049701	6.4823	0.018508	16.343
0.099443	6.8045	0.020157	16.381
0.13142	7.1165	0.029197	16.47
0.15965	7.4059	0.0096509	16.648
0.19122	7.7056	0.023577	16.871
0.21341	7.9719	0.026265	17.096
0.23951	8.2415	0.015331	17.324
0.26129	8.4948	0.018202	17.585
0.29033	8.7561	0.0098952	17.831
0.30971	8.9883	0.023577	18.158
0.34281	9.2304	0.02486	18.42
0.38733	9.4713	0.0076963	18.697
0.42985	9.717	0.025532	18.984
0.47986	9.9689	0.018447	19.401
0.52438	10.205	0.019424	19.695
0.55954	10.407	0.019424	20.068
0.6121	10.642	0.0096509	20.411
0.6631	10.859	0.01808	20.724
0.74001	11.122	0.007513	21.058
0.81626	11.327	0.012827	21.453
0.85977	11.557	-0.0034816	21.839
0.90577	11.788	0.022417	22.183
0.93792	12.028	0.034816	22.501
0.97789	12.278	0.022111	22.902
1.0257	12.504	0.01918	23.363
1.0613	12.734	0.025593	23.706
1.0934	12.926	0.016003	24.054
1.1394	13.197	0.03048	24.446
1.1885	13.399	0.017042	24.804
1.2352	13.647	0.020646	25.223
1.2673	13.88	0.02315	25.609
1.3128	14.151	0.020157	26.109
1.3581	14.375	0.0016492	26.475
1.4213	14.641	0.012888	26.976
1.4427	14.829	0.01356	27.261
1.4425	14.719	0.018019	27.017
1.4418	14.119	0.020646	26.765
1.4404	14.005	0.0097119	26.653
1.441	13.945	0.0078184	26.645
1.4239	13.127	0.024066	26.283
1.3663	10.561	0.029502	25.125
1.3135	8.2239	0.010934	23.676
1.2899	6.4058	0.016614	22.32
1.2599	5.0844	0.017714	21.071
1.2401	4.2109	0.0074519	20.357
1.2208	3.5812	0.025593	19.743
1.204	3.0882	0.018996	19.373
1.1816	2.6864	0.012827	19.129
1.1629	2.4521	0.012094	19.05
1.1547	2.4414	0.022661	19.115
1.1514	2.3344	0.013071	19.123
1.1483	2.2764	0.01527	19.115
1.1431	2.2826	0.010445	18.978
1.1398	2.2816	0.021745	18.949
1.136	2.2247	0.038298	18.764
1.1386	2.1818	0.015576	18.494
1.1161	1.6522	0.01637	17.862
1.0763	0.87475	0.0226	16.351
1.0371	0.23446	0.012949	15.002
0.9938	-0.29995	0.017225	13.752
0.95586	-0.75046	0.014598	12.657
0.91815	-1.1083	0.025837	11.718
0.86472	-1.4169	0.013316	10.737
0.82624	-1.6316	0.01753	10.232
0.7796	-1.8318	0.017469	9.6238
0.69066	-2.0127	0.02089	9.033
0.61518	-2.1571	0.021623	8.5833
0.56427	-2.3057	0.021867	8.2299
0.50684	-2.426	0.017286	7.8801
0.45726	-2.576	0.020157	7.8613
0.41142	-2.6736	0.030663	7.6495
0.37332	-2.8015	0.023089	7.5202
0.33055	-2.9084	0.023394	7.442
0.30381	-3.0401	0.019913	7.4337
0.27379	-3.1439	0.016492	7.4337
0.25152	-3.2783	0.027059	7.4593
0.22654	-3.3854	0.030174	7.4481
0.20086	-3.5218	0.023089	7.5486
0.17555	-3.6487	0.02486	7.7504
0.14409	-3.7967	0.020157	7.8631
0.11323	-3.9648	0.03048	8.0746
0.073664	-4.1268	0.012888	8.2764
0.035017	-4.3086	0.017714	8.5275
-0.00038749	-4.4653	0.021195	8.7995
-0.050415	-4.6607	0.03952	9.0387
-0.08272	-4.8426	0.013438	9.2798
-0.11874	-5.0227	0.019057	9.5892
-0.16152	-5.2128	0.014598	9.8818
-0.23248	-5.4088	0.025837	10.165
-0.29735	-5.6127	0.026876	10.507
-0.32876	-5.8074	0.025532	10.773
-0.36881	-6.0252	0.024555	11.183
-0.38676	-6.2447	0.021928	11.535
-0.41986	-6.4811	0.019241	11.92
-0.45267	-6.6879	0.024616	12.288
-0.47886	-6.93	0.020157	12.708
-0.52159	-7.1453	0.032373	13.07
-0.55944	-7.374	0.014354	13.445
-0.59272	-7.6736	0.017714	13.913
-0.64071	-7.8695	0.034633	14.227
-0.71698	-8.1319	0.016981	14.717
-0.78294	-8.3586	0.028769	15.133
-0.84871	-8.6156	0.034816	15.556
-0.90492	-8.8738	0.012583	15.964
-0.95943	-9.0997	0.011605	16.426
-1.0031	-9.4069	0.035794	16.94
-1.0534	-9.6598	0.0040925	17.373
-1.1015	-9.9151	0.02089	17.786
-1.1292	-10.194	0.018508	18.341
-1.1536	-10.488	0.027059	18.777
-1.1706	-10.775	0.0024433	19.297
-1.2095	-11.042	0.01918	19.704
-1.283	-11.312	0.017958	20.256
-1.3184	-11.609	0.016248	20.668
-1.347	-11.897	0.011239	21.222
-1.3759	-12.163	0.015331	21.735
-1.4227	-12.448	0.014537	22.274
-1.4501	-12.701	0.021684	22.715
-1.4903	-13.012	0.023822	23.159
-1.5105	-13.281	0.024371	23.708
-1.5386	-13.582	0.029747	24.211
-1.5705	-13.851	0.024616	24.664
-1.6072	-14.134	0.016492	25.114
-1.6378	-14.405	0.035366	25.561
-1.6816	-14.706	0.017225	26.163
-1.6975	-14.816	0.023577	26.372
-1.6931	-14.513	0.029686	26.324
-1.6479	-12.215	0.0080017	24.882
-1.6245	-10.179	0.036527	23.36
-1.6221	-9.5636	0.0226	22.844
-1.6182	-9.5683	0.027059	22.833
-1.6179	-9.5776	0.028953	22.845
-1.6191	-9.5821	0.018752	22.781
-1.5991	-8.2364	0.013438	21.853
-1.5758	-6.8139	0.025837	20.451
-1.5616	-5.9497	0.026326	19.512
-1.5442	-5.1093	0.018263	18.547
-1.5312	-4.4779	0.020462	17.737
-1.5232	-3.8935	0.028281	16.975
-1.5062	-3.3561	0.015759	16.203
-1.4989	-2.9118	0.012094	15.658
-1.4901	-2.598	0.016492	15.274
-1.4876	-2.3435	0.027059	15.045
-1.4674	-1.952	0.026021	14.625
-1.4363	-1.2859	0.021012	13.258
-1.4049	-0.86915	0.015576	12.255
-1.3848	-0.52517	0.02883	11.351
-1.3627	-0.17692	0.026082	10.388
-1.3466	0.15731	0.021256	9.3979
-1.3242	0.432	0.02089	8.5228
-1.3041	0.66163	0.017775	7.6729
-1.268	0.84213	0.011667	6.7992
-1.2212	1.0092	0.010384	6.1497
-1.1732	1.1632	0.02486	5.4792
-1.1538	1.2758	0.046666	4.8725
-1.1304	1.3684	0.026326	4.2532
-1.1105	1.449	0.018019	3.8439
-1.0752	1.5179	0.023089	3.4015
-1.0222	1.567	0.029441	2.9562
-0.96596	1.6123	0.0226	2.7213
-0.92654	1.6314	0.0098952	2.4673
-0.87416	1.6564	0.0094676	2.3069
-0.81137	1.7	0.018263	2.1895
-0.75457	1.7405	0.037809	2.0223
-0.68868	1.7784	0.016003	1.9286
-0.6133	1.8047	0.00452	1.8537
-0.57704	1.8355	0.03335	1.8072
-0.55438	1.8874	0.029441	1.7254
-0.51206	1.912	0.012583	1.7499
-0.47101	1.9499	0.016003	1.7525
-0.44906	1.9868	0.014293	1.8018
-0.41963	2.032	0.041719	1.8375
-0.38904	2.087	0.024616	1.8652
-0.35666	2.1404	0.023883	1.9387
-0.32411	2.2302	0.0062914	1.9571
-0.28101	2.2903	0.023577	2.0583
-0.21934	2.3696	0.018508	2.1001
-0.15614	2.4185	0.020401	2.2154
-0.11494	2.4927	0.028953	2.241
-0.088756	2.5685	0.028953	2.4237
-0.051129	2.6474	0.031029	2.5231
0.00093814	2.7353	0.0058638	2.6535
0.047498	2.8306	0.021684	2.7872
0.10313	2.9091	0.028769	2.927
0.12579	3.0072	0.0094065	3.0318
0.16138	3.1011	0.029747	3.1172
0.19415	3.2292	0.0098952	3.3842
0.21881	3.3338	0.00091622	3.4807
0.24775	3.4427	0.02657	3.6519
0.27377	3.5816	0.020646	3.8594
0.30074	3.691	0.037015	4.0355
0.32704	3.8262	0.027487	4.2935
0.36237	3.9585	0.024799	4.4747
0.40426	4.0788	0.016309	4.684
0.45235	4.2434	0.011605	4.9892
0.49895	4.3598	0.022111	5.1755
0.54569	4.5073	0.038298	5.4305
0.59356	4.6345	0.007513	5.6871
0.64603	4.8081	0.015026	5.9825
0.71448	4.9602	0.018019	6.266
0.78985	5.1055	0.027792	6.5139
0.84157	5.2486	-0.010567	6.7708
0.88057	5.4227	0.027792	7.1264
0.92095	5.5722	0.016309	7.2939
0.96949	5.7582	0.0099563	7.6769
1.0056	5.9448	0.013377	7.9078
1.0441	6.0715	0.02486	8.1687
1.0833	6.2621	0.018935	8.4594
1.1197	6.4372	0.017469	8.815
1.1654	6.6297	0.020462	9.1371
1.2079	6.8282	0.018263	9.5247
1.2507	7.0124	0.018019	9.836
1.2887	7.2306	0.03048	10.233
1.333	7.421	0.026754	10.591
1.39	7.6268	0.022111	11.013
1.436	7.8545	0.027731	11.384
1.4571	8.0772	0.019729	11.803
1.4915	8.324	0.02431	12.153
1.5241	8.5524	0.015087	12.529
1.5558	8.7775	0.013071	12.967
1.5813	9.0402	0.01637	13.449
1.6083	9.2173	0.022173	13.761
1.6454	9.4726	0.028036	14.244
1.6741	9.7216	-0.0013438	14.649
1.7077	9.9852	0.019913	15.085
1.7509	10.22	0.01753	15.556
1.7793	10.473	0.016553	15.988
1.8322	10.745	0.019424	16.403
1.8745	11.017	0.017958	16.94
1.9146	11.234	0.036649	17.23
1.9567	11.509	0.028769	17.782
2.0195	11.778	0.030174	18.246
2.0828	12.042	0.013133	18.794
2.1329	12.303	0.02089	19.148
2.1823	12.56	0.02315	19.662
2.2372	12.805	0.018996	20.075
2.2923	13.116	0.0050698	20.65
2.3165	13.409	0.021867	21.149
2.3796	13.729	0.013316	21.685
2.4256	14.02	-0.01356	22.198
2.4717	14.339	0.015087	22.819
2.5205	14.65	0.027731	23.361
2.5485	14.862	0.018996	23.831
2.545	14.772	0.025043	23.565
2.5171	13.214	0.023394	22.719
2.4767	10.956	0.014843	21.378
2.4678	10.388	0.0084903	20.88
2.4693	10.363	0.017103	20.788
2.4659	10.334	0.013194	20.769
2.4547	9.4057	0.019729	20.18
2.4277	7.5375	0.022111	18.559
2.3969	5.9649	0.014537	16.88
2.3585	4.9488	0.02089	15.566
2.3148	4.2699	0.021867	14.823
2.2866	3.7235	0.0021379	14.113
2.2755	3.3435	0.010384	13.711
2.252	3.013	0.0086736	13.328
2.2166	2.7693	0.022173	13.059
2.197	2.6615	0.016309	13.028
2.1761	2.4524	0.027731	12.556
2.1694	2.3789	0.025654	12.267
2.1657	2.3877	0.019668	12.058
2.1617	2.4198	0.011117	11.901
2.1552	2.2735	0.025776	11.53
2.1468	2.0264	0.018447	10.955
2.1074	1.6666	0.020157	9.8742
2.0611	1.249	0.020157	8.565
2.008	0.92461	0.023333	7.3198
1.947	0.63927	0.014782	6.279
1.8964	0.4235	0.016981	5.2562
1.8526	0.23865	0.016981	4.394
1.8006	0.10821	0.023822	3.636
1.7484	0.0036978	0.020279	2.9547
1.7264	-0.051035	0.030174	2.3678
1.688	-0.09301	0.017286	1.9701
1.6618	-0.12782	0.020523	1.5853
1.6284	-0.13948	0.017714	1.2088
1.5961	-0.14757	0.015148	0.98867
1.5688	-0.16078	0.010689	0.64749
1.5467	-0.15631	0.025288	0.49437
1.5222	-0.16087	0.018263	0.34738
1.4823	-0.18176	0.024127	0.18021
1.4498	-0.19279	0.014843	0.086179
1.4231	-0.2048	0.022111	-0.012898
1.383	-0.21087	0.022111	-0.077748
1.3174	-0.21885	0.020523	-0.13107
1.2786	-0.22751	0.022173	-0.11486
1.2352	-0.25486	0.023577	-0.11666
1.2018	-0.25725	0.036832	-0.097563
1.15	-0.29037	0.028769	-0.090358
1.1101	-0.30887	0.027487	-0.047124
1.0653	-0.34052	0.015576	-0.12783
1.026	-0.35192	0.0086736	-0.1181
0.98442	-0.39701	0.022417	-0.13107
0.95266	-0.4305	0.025837	-0.12062
0.90812	-0.46575	0.025593	-0.096122
0.86735	-0.48583	0.018996	-0.034154
0.81963	-0.54597	0.022417	0.033218
0.76968	-0.57911	0.0077573	0.04943
0.67546	-0.60452	0.031457	0.19354
0.60296	-0.65704	0.027303	0.19318
0.55287	-0.70684	0.02315	0.27568
0.49905	-0.77505	0.02993	0.27821
0.44935	-0.82722	0.027059	0.37476
0.40348	-0.85687	0.022173	0.43132
0.35498	-0.89271	0.0076963	0.5077
0.32674	-0.95216	0.005253	0.55814
0.2977	-1.0182	0.034816	0.70658
0.27418	-1.0693	0.024371	0.73648
0.25348	-1.1306	0.02144	0.82763
0.22287	-1.197	0.029197	0.9458
0.20146	-1.251	0.030968	0.98759
0.17403	-1.2954	0.0086736	1.0986
0.14613	-1.3624	0.026815	1.2398
0.11918	-1.4293	0.0091622	1.31
0.078967	-1.5363	0.026509	1.5507
0.042257	-1.5822	0.024066	1.5684
0.013562	-1.6463	0.020951	1.568
-0.035955	-1.7265	0.018202	1.728
-0.072991	-1.8117	0.025654	1.862
-0.10956	-1.9053	0.014843	2.0367
-0.15255	-1.9908	0.016736	2.1693
-0.20205	-2.0749	0.022906	2.2514
-0.28079	-2.1734	0.022417	2.3837
-0.32058	-2.2781	0.025104	2.5757
-0.35535	-2.3667	0.024555	2.7385
-0.38054	-2.4399	0.034389	2.8682
-0.4114	-2.5473	0.023639	2.9821
-0.44607	-2.6683	0.01582	3.1532
-0.47264	-2.7806	0.02431	3.4054
-0.51532	-2.9173	0.026021	3.5874
-0.5574	-3.0628	0.024127	3.8244
-0.59025	-3.1797	0.019241	4.028
-0.63622	-3.3278	0.02144	4.3267
-0.70989	-3.4682	0.025532	4.5709
-0.78938	-3.597	0.024433	4.7947
-0.85412	-3.7488	0.011911	4.9993
-0.90794	-3.9235	0.0065357	5.3509
-0.96547	-4.0698	0.017225	5.5484
-1.0186	-4.2036	0.0086736	5.8787
-1.0719	-4.3786	0.019668	6.1396
-1.1116	-4.5489	0.028036	6.3759
-1.1366	-4.7289	0.0094065	6.6807
-1.1564	-4.8906	0.016553	7.0331
-1.178	-5.087	0.018019	7.3645
-1.2265	-5.2701	0.026265	7.5789
-1.292	-5.4645	0.029197	7.9755
-1.3286	-5.6411	0.026754	8.2133
-1.3567	-5.8539	0.030174	8.6626
-1.3821	-6.0277	0.0094065	8.8662
-1.4281	-6.2133	0.028097	9.1573
-1.4592	-6.3767	0.019974	9.5334
-1.4935	-6.6095	0.020768	9.8558
-1.5154	-6.8148	0.02431	10.233
-1.5466	-7.0292	0.014415	10.619
-1.5791	-7.2308	0.014537	10.993
-1.6166	-7.4432	0.019485	11.373
-1.6481	-7.6207	0.019241	11.641
-1.6868	-7.8448	0.034083	12.033
-1.7249	-8.0645	0.02822	12.385
-1.7556	-8.316	0.012644	12.772
-1.7949	-8.5602	0.031885	13.276
-1.8334	-8.7803	0.0013438	13.605
-1.8807	-9.0497	0.017775	14.093
-1.94	-9.2924	0.026021	14.535
-1.994	-9.5541	0.0226	15.033
-2.0459	-9.8324	0.02993	15.54
-2.0925	-10.106	0.017469	16.021
-2.1448	-10.387	0.018263	16.51
-2.206	-10.714	0.02089	17.096
-2.2743	-11.037	0.013621	17.632
-2.3075	-11.347	0.0065357	18.145
-2.3373	-11.64	0.017042	18.767
-2.373	-11.949	0.018752	19.301
-2.4055	-12.226	0.018508	19.727
-2.4278	-12.541	0.0092844	20.252
-2.456	-12.862	0.02822	20.855
-2.5096	-13.169	0.02993	21.41
-2.5681	-13.492	0.027975	21.966
-2.6165	-13.8	0.022906	22.496
-2.6474	-14.12	0.034389	23.023
-2.6762	-14.476	0.018447	23.643
-2.7099	-14.828	0.027059	24.2
-2.7162	-14.839	0.014293	24.224
-2.7168	-14.331	0.026265	24.057
-2.6628	-11.76	0.015515	22.36
-2.655	-11.139	0.024555	21.94
-2.6584	-11.113	0.018996	21.796
-2.6527	-10.841	0.021867	21.575
-2.6352	-8.6418	0.0096509	19.863
-2.6098	-6.9261	0.027792	18.095
-2.5968	-6.1354	0.003787	17.149
-2.5856	-5.4393	0.024921	16.248
-2.5626	-4.695	0.028769	15.145
-2.539	-4.0957	0.010506	14.225
-2.5146	-3.6845	0.020218	13.616
-2.4948	-3.3914	0.019729	13.122
-2.4831	-3.1032	0.011117	12.718
-2.4733	-2.8804	0.016003	12.378
-2.4618	-2.6384	0.028281	12.097
-2.4432	-2.3192	0.012705	11.624
-2.4198	-1.6566	0.028525	10.046
-2.4023	-1.1277	0.028464	8.7408
-2.3768	-0.6861	0.02431	7.353
-2.3495	-0.33377	0.024616	6.2649
-2.3368	-0.045664	0.019424	5.2461
-2.2998	0.15157	0.016309	4.4113
-2.268	0.31916	0.028281	3.6191
-2.2297	0.43417	0.0057417	2.936
-2.1777	0.54405	0.013071	2.2961
-2.1272	0.61408	0.0124	1.6718
-2.075	0.673	0.018935	1.1908
-2.0372	0.70047	0.013194	0.79268
-1.9932	0.74393	0.027853	0.43709
-1.9419	0.76647	0.017714	0.13554
-1.8927	0.78451	0.012827	-0.063337
-1.8388	0.79656	0.016736	-0.26761
-1.7911	0.80461	0.019424	-0.34291
-1.7443	0.8134	0.031396	-0.42181
-1.7142	0.83295	0.020157	-0.53062
-1.6834	0.82135	0.016309	-0.63366
-1.6508	0.84119	0.015759	-0.64086
-1.6115	0.84044	0.027487	-0.76696
-1.5739	0.85329	0.03219	-0.77561
-1.5349	0.86256	0.010017	-0.75903
-1.4971	0.85169	0.027303	-0.80227
-1.4739	0.86442	0.028464	-0.81416
-1.4321	0.88314	0.027303	-0.89017
-1.3878	0.89141	0.021256	-0.88909
-1.3526	0.91157	0.027487	-0.87
-1.3299	0.90256	0.031213	-0.90747
-1.3024	0.91852	0.016492	-0.90351
-1.2443	0.93112	0.021379	-0.87
-1.1858	0.91265	0.018447	-0.85703
-1.1621	0.95015	0.01014	-0.90819
-1.1405	0.98373	0.023639	-0.8473
-1.1169	1.0104	0.021867	-0.78101
-1.0836	1.0208	0.024555	-0.80803
-1.0421	1.0363	0.014537	-0.78353
-0.98527	1.0691	0.029502	-0.77525
-0.93781	1.0723	0.024616	-0.72337
-0.88208	1.0912	0.027487	-0.72048
-0.81176	1.1146	0.012827	-0.69707
-0.76648	1.1444	0.01918	-0.6369
-0.71772	1.1693	0.023822	-0.65419
-0.62309	1.1825	0.01808	-0.60339
-0.58889	1.2442	0.018202	-0.59078
-0.56556	1.2605	0.024616	-0.61672
-0.52218	1.2817	0.02822	-0.5861
-0.48643	1.2988	0.018996	-0.63798
-0.4605	1.3433	0.019424	-0.59619
-0.43087	1.3658	0.00091622	-0.56304
-0.40052	1.3882	0.020401	-0.52161
-0.3711	1.4249	0.027792	-0.48666
-0.34197	1.4512	0.016492	-0.45496
-0.29825	1.4812	0.011422	-0.43658
-0.25654	1.5156	0.019424	-0.36273
-0.18532	1.5443	0.015759	-0.34688
-0.1388	1.5675	0.016553	-0.26653
-0.1044	1.6148	0.016492	-0.30508
-0.064099	1.6564	0.031213	-0.25789
-0.019415	1.6946	0.012094	-0.084593
0.026513	1.7353	0.023883	-0.12242
0.069993	1.7673	0.018508	-0.012898
0.12018	1.8226	0.018691	0.11536
0.14301	1.8646	0.020951	0.16472
