Shear_Strain_(%)	Shear_Stress_(kPa)	Axial_Strain_(%)	Effective_Vertical_Stress_(kPa)
0.124573	5.966902	0.032259	9.444883
0.167738	5.794241	0.019452	9.622037
0.211952	6.053346	0.013472	9.885116
0.254552	6.352436	0.049718	10.0407
0.278535	6.481951	0.02936	10.359647
0.303728	6.299048	0.037092	10.579587
0.333136	6.659507	0.017519	10.84408
0.358995	6.940976	0.003262	11.085943
0.390904	7.154751	0.022352	11.4254
0.43891	7.094587	0.015103	11.606443
0.480462	7.248198	0.012324	11.976663
0.53349	7.542092	0.023862	12.293842
0.5678	7.891557	0.024044	12.604657
0.59503	7.806318	0.021204	12.861018
0.636097	7.922204	0.027004	13.210022
0.681804	8.279123	0.014861	13.521544
0.721701	8.453893	0.019211	13.918991
0.747217	8.499374	0.005679	14.188788
0.788183	8.70833	0.039811	14.524355
0.826507	9.009603	0.028152	14.830573
0.863943	9.204403	0.017096	15.2015
0.915741	9.150488	0.023198	15.548028
0.977221	9.428494	0.01468	15.904811
1.027425	9.811618	0.03081	16.156575
1.085819	9.910185	0.029118	16.575238
1.139331	9.906269	0.031837	16.872262
1.204179	10.220042	0.002839	17.234349
1.235262	10.592925	0.012203	17.53986
1.258176	10.652637	0.01468	17.979386
1.281735	10.810465	0.021023	18.377186
1.313141	11.046002	0.021204	18.821309
1.350133	11.350739	0.022594	19.160412
1.386158	11.639361	0.018305	19.574831
1.425813	11.649903	0.009847	20.00587
1.47392	11.806526	0.034676	20.409329
1.526847	12.068267	0.025554	20.862291
1.576769	12.405533	0.022171	21.272468
1.623746	12.664564	0.022594	21.67239
1.676492	12.663133	0.009847	22.123231
1.727241	13.060338	0.012928	22.531286
1.780491	13.356039	0.024829	22.984955
1.830837	13.543835	0.01613	23.433674
1.857079	13.870861	0.032259	23.859056
1.884894	13.754674	0.023319	24.292924
1.913133	14.299164	0.011841	24.801401
1.947745	14.593435	0.027245	25.320487
1.974854	14.561884	0.024164	25.689292
2.026834	14.812481	0.022171	26.159227
2.079257	15.471803	0.008397	26.685385
2.123007	15.68347	0.023379	27.25645
2.157861	15.724131	0.02501	27.692439
2.18368	16.202132	0.018063	28.219658
2.209821	16.521778	0.032562	28.7345
2.252522	16.430214	0.046033	29.212568
2.28314	16.816275	0.007491	29.769842
2.303573	17.301881	0.016613	30.231998
2.350671	17.459031	0.014257	30.781494
2.388693	17.521981	0.013653	31.264866
2.44041	17.910225	0.015888	31.772636
2.47597	18.376555	0.022835	32.348298
2.501405	18.7337	0.024285	32.867383
2.521818	18.746426	0.01323	33.329893
2.557964	18.935503	0.037878	33.88151
2.575068	19.363204	0.015103	34.37549
2.596913	19.572913	0.024527	34.679233
2.59772	19.326533	0.007431	34.21248
2.570227	16.874406	0.021385	32.751756
2.554414	14.172134	0.027004	30.798466
2.532367	12.858911	0.018546	29.372749
2.531722	12.7492	0.023379	29.255
2.530612	12.541072	0.025735	29.179683
2.534485	12.515471	0.03081	29.121693
2.508909	11.031168	0.028454	27.584945
2.490836	8.902301	0.014378	25.261082
2.470343	7.299101	0.024285	23.431906
2.449144	6.036479	0.008639	21.895865
2.419896	5.494248	0.026279	20.551123
2.404345	4.864217	0.02211	19.826595
2.394824	4.561438	-0.000242	19.901558
2.398032	4.666255	0.018969	19.957074
2.399645	5.06361	0.023862	19.905448
2.397225	4.924683	0.018727	19.935858
2.39781	4.682821	0.021144	19.97935
2.391698	4.822577	0.018063	20.163576
2.384235	5.003596	0.028937	20.470148
2.377397	5.119332	0.026762	20.605931
2.356823	4.191944	0.01323	20.065275
2.317592	3.314253	0.007672	18.068847
2.280478	2.738212	0.017821	16.05297
2.247499	2.216086	0.035401	14.430651
2.222084	1.226048	0.018727	12.913351
2.187633	1.130267	0.025252	11.537137
2.164941	0.875981	0.017398	10.259932
2.143157	0.792474	0.020721	9.097294
2.113547	0.226373	0.022352	8.182175
2.075061	0.150772	0.015949	7.32328
2.010859	0.079991	0.016069	6.45908
1.975459	0.034736	0.015344	5.954492
1.945042	-0.29997	0.043435	5.310585
1.908392	-0.419395	0.017278	4.894751
1.878782	-0.348689	0.015103	4.265696
1.852641	-0.381821	0.022835	3.94887
1.825552	-0.55644	0.005014	3.531267
1.796789	-0.66314	0.013472	3.21727
1.743377	-0.385209	0.019936	2.825834
1.667637	-0.506743	0.024587	2.627464
1.6088	-0.710428	0.014861	2.428034
1.564304	-0.760653	0.02646	2.162126
1.507907	-0.576094	0.017278	1.977193
1.449554	-0.616755	0.010814	1.814183
1.399047	-0.815169	0.002779	1.680168
1.352755	-0.916673	0.02652	1.544032
1.317235	-0.633321	0.032078	1.48781
1.272073	-0.723455	0.019513	1.423808
1.246376	-0.926085	0.02646	1.390216
1.207003	-1.054622	0.001812	1.306413
1.175779	-0.810426	0.017761	1.306413
1.113896	-0.857939	0.018063	1.325153
1.042593	-1.087753	0.020721	1.322325
0.986177	-1.257403	0.039267	1.307827
0.92276	-0.969081	0.02646	1.304998
0.854846	-1.01637	0.031293	1.302169
0.804158	-1.264632	0.022835	1.409664
0.775032	-1.396782	0.004289	1.455278
0.73108	-1.274496	0.030628	1.49771
0.706129	-1.392867	0.020177	1.539789
0.671113	-1.561538	0.0412	1.616167
0.6199	-1.696248	0.022896	1.59389
0.575606	-1.386015	0.013895	1.78342
0.533086	-1.656791	0.021144	1.804636
0.493693	-1.704004	0.021204	1.976839
0.449661	-2.027265	0.022352	2.060289
0.407949	-1.847148	0.02791	2.181928
0.377027	-1.976362	0.021688	2.327965
0.342576	-2.122669	0.017761	2.434045
0.316274	-2.323568	0.022412	2.550026
0.28396	-2.043153	0.017096	2.712328
0.258909	-2.323342	0.023621	2.800375
0.221654	-2.493745	0.015646	3.009706
0.186416	-2.637115	-0.006343	3.197468
0.144844	-2.528985	0.009847	3.301073
0.111664	-2.775139	0.017519	3.480702
0.09111	-2.9603	0.011055	3.821573
0.065373	-3.036805	0.025493	3.93614
0.041007	-3.023326	0.018002	4.168102
0.012425	-3.111803	0.02501	4.286912
-0.018375	-3.484836	0.012445	4.67269
-0.051959	-3.69447	0.038361	4.848429
-0.083244	-3.614201	0.039388	5.1451
-0.12544	-3.786561	0.016311	5.422323
-0.151581	-4.120514	0.030568	5.708032
-0.191196	-4.393776	0.02646	6.006825
-0.24019	-4.277589	0.013895	6.292534
-0.283012	-4.536469	0.017278	6.597691
-0.325391	-4.94286	0.021688	6.885168
-0.361113	-5.272973	0.029903	7.179364
-0.395423	-5.120567	-0.012868	7.494422
-0.441653	-5.447291	0.023077	7.835293
-0.479877	-5.769046	0.024587	8.194905
-0.512896	-6.137938	0.037394	8.54992
-0.574214	-6.031615	0.020661	8.89362
-0.61276	-6.449979	0.027668	9.282227
-0.648764	-6.916233	0.006464	9.711144
-0.679343	-7.106364	0.020479	10.157742
-0.716436	-7.208169	0.034313	10.3943
-0.750565	-7.460271	0.010995	10.829936
-0.79851	-8.035258	0.037817	11.269815
-0.856258	-8.180059	-0.001027	11.684235
-0.934843	-8.282767	0.026581	12.092997
-0.975607	-8.423427	0.030145	12.517318
-1.016957	-9.004438	0.016855	12.909107
-1.058609	-9.124465	0.027729	13.352876
-1.100967	-9.379203	0.032259	13.737594
-1.140158	-9.479201	0.01317	14.25279
-1.187539	-10.087244	0.021446	14.661552
-1.237501	-10.319543	0.03232	15.154825
-1.28349	-10.500186	0.009122	15.560404
-1.305899	-10.694459	0.01172	16.118386
-1.340572	-11.290906	0.034676	16.53811
-1.383294	-11.36372	0.018002	17.105639
-1.42904	-11.80234	0.016613	17.5045
-1.466053	-11.887579	0.058901	18.104207
-1.517044	-12.35948	0.021869	18.520041
-1.558999	-12.650814	0.028937	19.122223
-1.594842	-13.021212	0.024044	19.633176
-1.638935	-13.277305	0.026218	20.276375
-1.668585	-13.711331	0.016613	20.712011
-1.700031	-14.15349	0.012686	21.465534
-1.752253	-14.372385	0.025071	21.982498
-1.797818	-14.819438	0.02646	22.753347
-1.841487	-15.374471	0.018002	23.364015
-1.886185	-15.708499	0.014619	24.057072
-1.92707	-15.966701	0.034736	24.729974
-1.962712	-16.363755	0.042167	25.35125
-1.997102	-17.011481	0.03081	25.9552
-2.039138	-17.351307	0.025493	26.752569
-2.082726	-17.672083	0.020661	27.365359
-2.121615	-18.050689	0.027245	28.027653
-2.158567	-18.651955	0.010814	28.710809
-2.200925	-19.22649	0.022896	29.419071
-2.234711	-19.315343	0.028454	30.102581
-2.258109	-19.791537	0.020661	30.558018
-2.257443	-19.188539	0.005195	30.314741
-2.197113	-16.959524	0.018788	28.935699
-2.170266	-13.895966	0.005195	26.846627
-2.152819	-12.924226	0.023621	25.750111
-2.152899	-12.523633	0.011236	25.637313
-2.149591	-12.547503	0.032984	25.596295
-2.142733	-12.311891	0.032501	25.435053
-2.12105	-10.126174	0.014861	23.55107
-2.099649	-7.79558	0.018546	21.648699
-2.079721	-7.118111	0.009364	20.418876
-2.065299	-6.284922	0.018788	19.486078
-2.050292	-5.368829	0.01323	18.396988
-2.044221	-5.070191	0.023621	17.976911
-2.046823	-4.968989	0.018727	17.820973
-2.046157	-5.253922	0.03087	17.829813
-2.036011	-4.735937	0.012324	17.383922
-2.01455	-3.540106	0.01468	15.869451
-1.994097	-2.813617	0.024104	14.375843
-1.967331	-2.298945	0.012263	13.056205
-1.932718	-1.522984	0.027729	11.584873
-1.914383	-0.807338	0.010753	10.156327
-1.871964	-0.260664	0.019996	8.764909
-1.833983	-0.034314	0.041502	7.489118
-1.793542	0.206343	0.032018	6.41099
-1.749408	0.687808	0.030145	5.334984
-1.7153	0.895559	0.016613	4.529482
-1.681151	0.912426	0.019936	3.736356
-1.639862	1.066639	0.029179	3.011121
-1.605472	1.31189	0.015344	2.385955
-1.568297	1.469416	0.01178	1.843885
-1.521885	1.239828	0.003564	1.441842
-1.486708	1.180191	0.007431	1.104153
-1.446851	1.519716	0.028393	0.634925
-1.407942	1.492533	0.042892	0.395538
-1.35683	1.19495	0.023077	0.156857
-1.318486	1.346528	0.017096	-0.092078
-1.289259	1.562637	0.005679	-0.262159
-1.247264	1.346753	0.013049	-0.401832
-1.21134	1.245024	0.025554	-0.547869
-1.145846	1.375744	0.010572	-0.660667
-1.085395	1.55699	0.023137	-0.782659
-1.041343	1.47657	0.024164	-0.860452
-1.000498	1.394117	0.008639	-0.885911
-0.956546	1.397656	0.023137	-0.953449
-0.91441	1.59976	0.02797	-1.024522
-0.846334	1.606085	0.034193	-0.920917
-0.765148	1.385984	0.026279	-0.996234
-0.726622	1.610226	0.023621	-1.000477
-0.685132	1.536809	0.01323	-0.979261
-0.64352	1.703146	0.023802	-1.02134
-0.604934	1.509476	0.022715	-1.023108
-0.567901	1.535303	0.016794	-0.972189
-0.515236	1.767	0.024829	-1.038313
-0.469569	1.769334	0.031535	-0.923746
-0.4377	1.592832	0.00888	-0.894044
-0.40452	1.758566	0.025071	-0.864341
-0.365732	1.776036	0.02797	-0.862927
-0.322567	1.941996	0.027185	-0.775587
-0.276659	1.803369	0.037334	-0.681883
-0.225002	1.86007	0.009062	-0.647938
-0.195472	2.027385	0.017096	-0.611517
-0.153054	2.060592	0.021748	-0.562013
-0.124452	1.87769	0.024044	-0.478563
-0.084373	1.89403	0.017096	-0.363996
-0.047038	2.081149	0.022352	-0.314492
-0.022591	2.180168	0.031897	-0.284436
0.009682	2.029343	0.024587	-0.1925
0.038748	2.132052	0.022412	-0.13062
0.050104	2.375344	0.021144	-0.079702
0.081106	2.385585	0.021385	-0.008981
0.105492	2.180469	0.016855	0.015063
0.135969	2.264804	0.023621	0.167819
0.173789	2.542208	0.036972	0.210251
0.217136	2.602748	0.024587	0.330829
0.253422	2.34801	0.024346	0.39872
0.278938	2.502224	0.01317	0.445395
0.305866	2.749432	0.024164	0.639876
0.331059	2.866297	0.012263	0.687965
0.363493	2.694011	0.029601	0.776365
0.395524	2.631965	0.026702	0.87502
0.442077	2.981354	0.011055	0.992062
0.483326	3.016971	0.032501	1.21483
0.527903	2.94009	0.02356	1.300755
0.570261	3.153639	0.020963	1.489224
0.599387	3.338349	0.01178	1.596719
0.640857	3.511161	0.01317	1.710932
0.681622	3.415154	0.017096	1.869698
0.711696	3.51086	0.001329	2.059935
0.746954	3.790974	0.015646	2.165308
0.782575	3.799106	0.029843	2.329379
0.828685	3.74971	0.023621	2.490621
0.864367	3.903697	0.038361	2.677322
0.922216	4.124776	0.009122	2.865437
0.979399	4.299396	0.028695	3.021022
1.025489	4.122292	0.036186	3.228939
1.087675	4.342542	0.018244	3.472923
1.140461	4.564826	0.008397	3.528438
1.205894	4.649388	0.020419	3.72398
1.236553	4.56686	0.016794	4.018175
1.263824	4.6588	0.033226	4.233164
1.295108	4.875964	0.028212	4.412793
1.322943	5.133714	0.019754	4.601616
1.349084	5.038309	0.036126	4.915967
1.389849	5.244329	0.029843	5.129542
1.427931	5.562318	0.015405	5.323315
1.471096	5.614501	0.027185	5.566592
1.523055	5.534382	0.032259	5.8325
1.559765	5.702451	0.015646	6.213327
1.616566	5.977369	0.02791	6.42372
1.673608	6.339183	0.017398	6.694224
1.717075	6.142501	0.033286	7.013525
1.77444	6.26682	0.02797	7.337777
1.816475	6.803555	0.026218	7.647178
1.844815	6.978927	0.009303	8.030481
1.877249	6.671705	0.021688	8.306643
1.911862	6.954756	0.012686	8.743693
1.938568	7.326359	0.013472	9.036474
1.973402	7.567167	0.029662	9.442054
2.000309	7.517168	0.034434	9.800251
2.062556	7.859931	0.020479	10.184969
2.113385	8.207513	0.018788	10.569686
2.155602	8.463833	0.035642	10.9148
2.175268	8.527536	0.028454	11.241527
2.196911	8.60389	0.03232	11.691307
2.254115	9.01879	0.013713	12.081329
2.282576	9.317653	0.028635	12.580613
2.306619	9.39476	0.022956	13.054437
2.338428	9.643022	0.013955	13.580595
2.386575	10.048058	0.027004	13.94445
2.425403	10.310175	0.020661	14.439137
2.468245	10.482988	0.004531	15.016567
2.495415	10.767695	0.008639	15.449374
2.509938	11.260455	0.017338	15.933099
2.545599	11.512783	0.02791	16.369796
2.58481	11.593805	0.044885	16.931314
2.600463	11.805924	0.020963	17.384276
2.631384	12.290175	0.021627	17.928467
2.675658	12.683539	-0.001994	18.486095
2.739801	12.753342	0.029179	19.029226
2.79412	13.015534	0.012988	19.603473
2.843719	13.512059	0.022594	20.145189
2.879744	13.814537	0.025493	20.686905
2.907639	13.854596	0.01323	21.320557
2.973052	14.241033	0.014861	21.85803
3.033584	14.650436	0.049175	22.308871
3.097141	14.977462	0.001873	22.743446
3.131532	14.966995	0.015344	23.23389
3.16322	15.314879	0.027245	23.672708
3.186376	15.657943	0.031595	24.10799
3.226313	15.965466	0.02791	24.54787
3.260603	15.97774	0.025131	25.058822
3.295216	16.408227	0.026702	25.569068
3.328134	16.809422	0.031293	26.068352
3.356958	17.187124	0.023802	26.611836
3.395262	17.272665	0.031051	27.20836
3.425537	17.566634	0.018305	27.807006
3.472474	18.147644	0.008337	28.430404
3.486755	18.434008	0.02646	29.081382
3.52169	18.601775	0.017821	29.676492
3.546218	19.008769	0.019452	30.28221
3.56542	19.576226	0.032562	31.026185
3.565864	19.807997	0.00882	31.168686
3.566973	18.730086	0.021144	30.355759
3.531695	15.823828	0.029601	28.204099
3.517596	13.6293	0.032984	26.289352
3.515558	12.643706	0.012022	25.566239
3.51106	12.721866	0.020419	25.354079
3.511887	12.631658	0.017761	25.352664
3.50628	11.923918	0.017096	25.051397
3.487663	10.342027	0.015344	23.177667
3.46725	8.434918	0.024346	20.651192
3.439435	7.418074	0.024346	19.441878
3.423984	6.517191	0.014619	18.001663
3.407041	5.838592	0.022896	17.043051
3.387677	5.509985	0.022594	16.563216
3.386487	5.719619	0.03232	16.555436
3.387597	5.537093	0.025493	16.471987
3.385439	5.842432	0.031535	16.515479
3.386245	5.699665	0.022594	16.446527
3.387032	5.786485	0.025795	16.553668
3.38445	5.666909	0.027668	16.548364
3.382857	5.844014	0.032562	16.808614
3.382373	5.592438	0.025312	16.964199
3.375172	5.144858	0.017096	16.509822
3.343625	4.152788	0.025735	14.26269
3.308468	3.678552	0.023379	12.483372
3.274339	3.010646	0.018546	10.833826
3.227544	2.407497	0.01758	9.390075
3.193819	1.724757	0.018486	7.903538
3.160336	1.720314	0.008397	6.629162
3.123545	1.325142	0.035884	5.521685
3.089235	0.982379	0.009666	4.46053
3.016379	0.845184	0.029662	3.53445
2.964056	0.912803	0.002598	2.796132
2.901669	0.68841	0.032984	2.217288
2.867298	0.470042	0.024769	1.618995
2.835106	0.329382	0.013895	1.213062
2.783853	0.5287	0.026279	0.727922
2.711885	0.445946	0.029118	0.399781
2.662608	0.219746	0.008458	0.081894
2.613775	0.22818	0.021869	-0.128852
2.583963	0.373583	0.024346	-0.400771
2.56109	0.467557	0.018969	-0.599848
2.520991	0.087521	0.010753	-0.687895
2.496242	0.117866	0.021748	-0.894044
2.47121	0.349563	0.027668	-0.999063
2.434338	0.283902	0.020661	-1.096657
2.395853	-0.075804	0.019211	-1.193897
2.339698	-0.05856	0.047241	-1.178692
2.297925	0.113348	0.024044	-1.264617
2.25831	0.179913	0.031293	-1.311292
2.22868	-0.111571	0.023137	-1.385195
2.196569	-0.110442	0.029843	-1.397924
2.168511	0.119372	0.027789	-1.489861
2.143399	0.104689	0.019694	-1.436467
2.116229	-0.158558	0.029118	-1.55068
2.083069	-0.088379	0.03087	-1.447075
2.019169	0.006423	0.030568	-1.560581
1.967371	0.014254	0.023319	-1.504005
1.949379	-0.346204	0.037092	-1.505065
1.909623	-0.090563	0.034676	-1.546437
1.879024	-0.028215	0.027306	-1.591344
1.846529	0.142037	0.031112	-1.487032
1.829385	-0.074223	0.024587	-1.570481
1.803244	-0.094779	0.018244	-1.484203
1.751547	-0.002839	0.033709	-1.514259
1.680607	0.198361	0.03087	-1.465462
1.618502	0.042341	0.026702	-1.631301
1.569911	0.04588	0.013713	-1.637312
1.523922	0.139251	0.039509	-1.659589
1.461232	0.133303	0.027245	-1.502237
1.407337	-0.19425	0.035642	-1.393681
1.356043	-0.075427	0.02646	-1.441771
1.322782	-0.360737	0.029903	-1.389438
1.275825	-0.185967	0.028212	-1.376708
1.24801	-0.150802	0.019029	-1.31695
1.208072	-0.425118	0.02501	-1.253302
1.179672	-0.492963	0.019211	-1.244815
1.119161	-0.27482	0.017157	-1.167377
1.038882	-0.214129	0.015163	-1.137674
0.992712	-0.567585	0.016311	-1.112215
0.929316	-0.615475	0.025735	-1.033009
0.861281	-0.394095	0.016553	-1.032655
0.81265	-0.354788	0.035945	-0.980322
0.773358	-0.725412	0.017096	-0.909956
0.728397	-0.726316	0.01468	-0.851612
0.704758	-0.51367	0.020479	-0.894397
0.677023	-0.676694	0.034253	-0.721487
0.624802	-0.854626	0.024044	-0.715829
0.583513	-0.917275	0.024346	-0.693199
0.535567	-0.687461	0.014861	-0.605859
0.48853	-0.64567	0.021204	-0.536907
0.450468	-1.056128	0.02791	-0.504022
0.402039	-0.784824	0.043194	-0.436131
0.3785	-1.245054	0.027487	-0.301763
0.342677	-0.832714	0.035703	-0.262159
0.309436	-1.044983	0.021265	-0.283375
0.281419	-1.114033	0.03377	-0.058132
0.252696	-1.299194	0.026218	0.002334
0.217761	-1.159439	0.028756	0.070225
0.179275	-1.423363	0.014438	0.145542
0.145389	-1.456194	0.034193	0.399781
0.116041	-1.511614	0.034434	0.41251
0.082739	-1.406496	0.02652	0.594968
0.063517	-1.492337	0.02797	0.591079
0.034391	-1.660029	0.02791	0.883506
0.006213	-1.685405	0.017338	0.96731
-0.023136	-1.588645	0.02936	1.067379
-0.052403	-1.78849	0.007128	1.088948
-0.085926	-2.055201	0.029118	1.401178
-0.128829	-2.122745	0.027729	1.544032
-0.157229	-2.113106	0.023319	1.769276
-0.199607	-2.172367	0.042952	1.842825
-0.236479	-2.380269	0.025735	2.122523
-0.285292	-2.572132	0.036126	2.248051
-0.330151	-2.526576	0.037153	2.48072
-0.361193	-2.726947	0.02652	2.644437
-0.407525	-2.984773	0.028635	2.839978
-0.453897	-3.105854	0.032984	3.106593
-0.491475	-3.171139	0.022352	3.261116
-0.525482	-3.308786	0.034676	3.50015
-0.579438	-3.676097	0.025735	3.761815
-0.624156	-3.870596	0.032622	3.963014
-0.655602	-3.782872	0.019936	4.260745
-0.688117	-4.015171	0.028152	4.466541
-0.720934	-4.445206	0.034253	4.773466
-0.757584	-4.612446	0.028997	5.070137
-0.812307	-4.703709	0.025493	5.354432
-0.882258	-4.858525	0.030689	5.673026
-0.944061	-5.196092	0.027004	5.895087
-0.981336	-5.404295	0.025312	6.281219
-1.032488	-5.514835	0.022896	6.527325
-1.068714	-5.650298	0.050685	6.823996
-1.107825	-6.083421	0.032803	7.182193
-1.15696	-6.166627	0.023379	7.514224
