Shear_Strain_(%)	Shear_Stress_(kPa)	Axial_Strain_(%)	Effective_Vertical_Stress_(kPa)
0.02149	0.48848	0.0043033	61.663
0.019803	0.28507	0.016091	62.016
0.015056	0.10114	0.0060496	62.303
0.009329	-0.067899	-0.00099788	62.683
-0.012723	-1.5075	-0.0064862	63.085
-0.033818	-3.6223	0.0057378	63.338
-0.048894	-5.7074	0.013721	63.512
-0.066823	-7.7882	-0.0094798	63.414
-0.099621	-9.5839	-0.003742	63.208
-0.12111	-10.357	-0.00024947	62.78
-0.12211	-10.079	0.0020581	62.679
-0.10872	-9.4641	0.013035	61.886
-0.088959	-8.7403	0.0058002	61.443
-0.084773	-8.6677	0.0058002	61.411
-0.08773	-8.6269	-0.004241	61.355
-0.073737	-7.8857	0.011039	60.993
-0.067136	-6.8092	0.0029936	60.574
-0.056974	-5.9516	-0.0027442	60.193
-0.053225	-5.2535	-0.012411	59.856
-0.050248	-4.5675	0.0029936	59.44
-0.040502	-3.9472	0.007297	59.098
-0.039398	-3.5135	0.0059873	58.732
-0.033422	-3.166	-0.0003742	58.338
-0.034734	-2.8624	-0.009168	58.053
-0.032485	-2.6234	-0.005426	57.811
-0.020678	-1.6351	-0.0033678	57.586
-0.0011661	0.71795	-0.014843	57.265
0.033422	3.1748	0.0010602	57.139
0.069155	5.506	0.0077959	57.127
0.11093	7.6688	0.0071099	57.109
0.15676	9.4582	-0.0034302	57.053
0.18302	10.06	-0.023637	56.819
0.1784	9.75	-0.0021829	56.541
0.17761	9.5591	-0.0084196	56.489
0.1724	9.4977	-0.0001871	56.431
0.16099	9.0897	-0.0016839	56.426
0.10803	6.2098	0.0085443	56.246
0.081629	3.8553	-0.00099788	56.075
0.063033	1.9782	-0.0077335	55.877
0.052996	1.5075	-0.011975	55.904
0.047707	1.2792	-0.016964	56.049
0.043376	1.0787	-0.016403	56.299
0.037462	0.90389	0.00081077	56.561
0.028903	0.74649	-0.0041786	56.86
0.026238	0.5899	0.0094798	57.141
0.021386	0.40799	-0.0019334	57.492
0.014743	0.22878	-0.007983	57.775
0.013827	0.059057	0.010727	58.069
-0.010266	-1.0104	0.015529	58.429
-0.023156	-2.5235	-0.0029936	58.66
-0.041585	-4.2648	-0.0094175	58.86
-0.05308	-6.3586	0.0067357	58.985
-0.076631	-8.3924	0.012473	58.987
-0.12038	-10.057	-0.014719	58.699
-0.12746	-10.338	0.006798	58.598
-0.12871	-9.9129	0.0095422	58.311
-0.10481	-9.1095	-0.0032431	57.419
-0.084732	-8.2905	-0.0051765	57.028
-0.08748	-8.2451	0.003056	56.971
-0.082233	-8.218	-0.01422	56.935
-0.074965	-7.5805	-0.004927	56.629
-0.065636	-6.482	-0.0077335	56.122
-0.056557	-5.628	-0.0041786	55.69
-0.05308	-4.8278	0.0022452	55.374
-0.046	-4.1449	0.0092927	55.021
-0.044396	-3.6328	-0.0082325	54.641
-0.039898	-3.2723	-0.0076712	54.324
-0.036587	-2.9912	0.0035549	54.009
-0.037149	-2.7232	0.017775	53.74
-0.035921	-2.4712	0.017525	53.463
-0.019179	-1.1972	-0.0094798	53.195
-0.0029361	1.0784	0.001871	52.898
0.028633	3.2964	0.0043033	52.796
0.066886	5.4377	-0.0027442	52.823
0.11236	7.4276	-0.010914	52.881
0.15141	9.2313	-0.0069851	52.851
0.18573	9.9896	0.0010602	52.724
0.18406	9.754	0.004241	52.47
0.13017	8.0427	0.0010602	52.329
0.11686	7.0329	-0.009854	52.325
0.12317	6.9369	0.0025571	52.244
0.11159	6.2016	0.0062991	52.175
0.081379	3.7465	-0.0092304	51.947
0.057286	1.8142	0.0029936	51.797
0.051122	1.4509	0.0045528	51.856
0.043563	1.2224	-0.0019958	52.047
0.041293	1.0118	-0.00068604	52.297
0.036212	0.85788	-0.0077335	52.499
0.030486	0.67332	0.01054	52.827
0.022323	0.52453	-0.0071722	53.216
0.013244	0.36792	0.0072346	53.611
0.010891	0.20221	0.0055507	53.968
-0.000354	0.045292	-0.009854	54.259
-0.0094331	-0.96354	0.0022452	54.698
-0.031902	-2.8037	-0.018648	54.883
-0.052205	-4.8045	0.00056131	55.023
-0.059639	-6.7847	0.00049894	55.161
-0.090646	-8.606	-0.0071722	55.135
-0.12705	-10.058	-0.015218	54.909
-0.12846	-9.9691	-0.0077335	54.902
-0.11803	-9.4332	0.014719	54.267
-0.090958	-8.3871	-0.0089185	53.605
-0.090958	-8.2746	0.0011226	53.515
-0.089354	-8.2337	0.007297	53.475
-0.076881	-7.7686	-0.0057378	53.225
-0.070051	-6.6859	0.0053012	52.722
-0.060243	-5.7129	0.012037	52.382
-0.054225	-4.9362	-0.0021205	52.009
-0.049061	-4.2284	0.0040539	51.636
-0.043834	-3.7293	-0.0027442	51.28
-0.041168	-3.2557	0.01528	50.852
-0.035546	-2.9138	-0.0019958	50.525
-0.036087	-2.6379	0.0053012	50.186
-0.034567	-2.4149	-0.005426	49.901
-0.029924	-1.9251	0.013471	49.669
-0.0091624	0.29375	-0.00024947	49.382
0.019241	2.6404	0.0047399	49.215
0.057453	4.8444	-0.003742	49.206
0.10237	6.9025	0.013534	49.282
0.14926	8.7787	-0.005426	49.449
0.20105	10.133	-0.0099164	49.263
0.20155	10.263	0.0060496	49.235
0.19158	9.5149	0.0082325	48.974
0.12434	6.8292	0.0097293	48.68
0.12394	6.5636	-0.027691	48.637
0.12827	6.5065	0.012723	48.655
0.11834	5.6038	0.00081077	48.578
0.086273	3.3051	-0.020394	48.318
0.070051	1.7381	0.010478	48.223
0.067531	1.478	0.0022452	48.274
0.063721	1.267	0.0025571	48.384
0.055453	1.1017	-0.026444	48.642
0.053454	0.95185	-0.0041786	48.99
0.04854	0.78947	0.0060496	49.266
0.041543	0.64926	-0.0099164	49.684
0.03363	0.48874	0.0024947	49.995
0.029299	0.32279	0.019958	50.313
0.020636	0.16793	-0.004927	50.617
-0.0024364	-1.4346	-0.0059249	50.981
-0.027841	-3.3868	0.0048023	51.081
-0.0445	-5.2589	-0.0019958	51.232
-0.060056	-7.0708	0.0025571	51.28
-0.098642	-8.7971	-0.0059873	51.265
-0.12944	-10.04	0.011476	51.003
-0.12663	-9.9488	0.0062991	51.049
-0.12519	-9.4173	0.004241	50.375
-0.089209	-8.179	0.014033	49.663
-0.084544	-8.0212	0.003056	49.535
-0.088063	-7.9938	0.003056	49.511
-0.082149	-7.6869	0.0065486	49.343
-0.071634	-6.6263	0.0089809	48.807
-0.059639	-5.6102	0.0022452	48.408
-0.057057	-4.8877	0.0047399	48.016
-0.047561	-4.2152	0.0014968	47.705
-0.042918	-3.5963	0.016465	47.298
-0.040148	-3.0772	0.0022452	47.026
-0.042501	-2.7955	0.0025571	46.678
-0.037254	-2.5108	0.004241	46.403
-0.035255	-2.3031	-0.0031807	46.122
-0.033172	-2.0223	-0.0036797	45.912
-0.015659	-0.34472	0.0023076	45.619
0.011328	1.7648	-0.0034926	45.352
0.045708	3.8367	-0.00068604	45.265
0.086293	5.8644	-0.010228	45.324
0.12817	7.7431	0.022515	45.528
0.17998	9.3023	-0.0066733	45.64
0.20232	9.9465	0.0022452	45.487
0.1988	9.7188	0.00012473	45.315
0.13558	7.4997	-0.0069228	45.124
0.12253	6.3778	6.24E-05	44.943
0.12578	6.3202	-0.0021205	45.01
0.11878	6.0994	0.003056	44.962
0.098267	3.8179	0.0077959	44.753
0.071196	1.7892	-0.005426	44.603
0.066448	1.4593	0.011101	44.58
0.06195	1.2518	-0.011725	44.85
0.058202	1.0709	0.016964	45.081
0.052455	0.9273	0.011476	45.368
0.04323	0.74265	0.0035549	45.608
0.039877	0.56993	0.0035549	45.998
0.028653	0.3604	0.0032431	46.331
0.025738	0.11044	-0.0077335	46.711
0.017638	-0.20538	0.012598	47.075
-0.015993	-2.0582	0.024947	47.285
-0.033068	-4.0312	0.0082948	47.412
-0.053413	-5.948	0.0017463	47.576
-0.073383	-7.7152	-0.012411	47.653
-0.11289	-9.2007	0.0077335	47.664
-0.14112	-10.08	0.0014968	47.555
-0.14077	-9.937	-0.00068604	47.581
-0.13396	-9.4667	0.00099788	46.99
-0.10522	-8.4412	0.007983	46.099
-0.099787	-8.2226	0.012536	45.986
-0.1002	-8.1746	0.0040539	45.923
-0.091791	-7.7969	0.0074841	45.759
-0.081962	-6.5414	0.0039915	45.187
-0.069135	-5.4461	0.014781	44.718
-0.060472	-4.6092	-0.004927	44.341
-0.05133	-3.8577	0.0067357	44.022
-0.04779	-3.3088	-0.0027442	43.697
-0.045895	-2.8556	0.007983	43.404
-0.045062	-2.502	0.0092304	43.122
-0.04196	-2.2415	0.0082948	42.878
-0.035567	-2.0902	0.00081077	42.587
-0.035817	-1.8921	0.0014968	42.478
-0.022094	-0.3664	0.0018087	42.197
0.00064553	1.7754	0.0047399	41.927
0.037399	3.8234	-0.00093551	41.834
0.077193	5.716	0.0072346	41.911
0.11984	7.5498	0.016465	42.08
0.17073	8.9784	-0.003742	42.179
0.21332	9.9048	-0.0041786	42.171
0.21505	10.031	-0.0031807	42.115
0.20039	9.0538	0.01054	41.857
0.13752	6.6666	0.0090433	41.576
0.13583	6.264	0.018523	41.558
0.13233	6.2599	0.016028	41.553
0.12496	5.7299	-0.013471	41.492
0.10268	3.4359	0.0023076	41.208
0.074361	1.6728	0.0047399	41.047
0.070967	1.4927	0.0080454	41.005
0.068114	1.2943	0.0080454	41.255
0.067531	1.1394	-0.012723	41.466
0.061492	1.019	0.012536	41.728
0.056703	0.88708	0.0022452	42.021
0.053808	0.74414	0.0077959	42.375
0.047499	0.53977	0.006798	42.645
0.040127	0.33634	0.0014968	42.986
0.03438	0.15322	0.0049894	43.257
0.016742	-0.56494	0.014532	43.79
-0.017575	-2.4758	0.010228	43.868
-0.035234	-4.197	0.0063615	43.988
-0.058202	-6.0734	0.017213	44.026
-0.084648	-7.7857	0.0068604	44.006
-0.12559	-9.2628	0.024697	44.044
-0.15493	-10.071	-0.00237	43.936
-0.16059	-9.931	0.0048023	43.912
-0.14943	-9.4419	0.0053636	43.295
-0.11547	-8.3567	0.007983	42.558
-0.11097	-8.1884	0.0087314	42.475
-0.11162	-8.1291	0.0077335	42.417
-0.10489	-7.8239	0.0085443	42.23
-0.08923	-6.4349	0.0033055	41.652
-0.074549	-5.3596	0.0039915	41.259
-0.066157	-4.4802	-0.0099164	40.797
-0.058077	-3.7163	0.006798	40.394
-0.057307	-3.1543	0.0070475	40
-0.043751	-2.6987	0.0018087	39.657
-0.047062	-2.3517	0.0031184	39.355
-0.044	-2.1141	0.018024	39.094
-0.040669	-1.9409	0.012848	38.924
-0.041398	-1.8441	0.00012473	38.725
-0.032818	-0.67129	0.012286	38.364
-0.008746	1.4223	0.011975	38.081
0.02149	3.3325	0.0090433	38.005
0.066469	5.1111	0.010478	38.069
0.1066	6.7991	0.00099788	38.215
0.15924	8.3143	0.0014968	38.42
0.21196	9.4717	0.0014968	38.555
0.22854	9.9415	0.0014968	38.469
0.22698	9.6919	0.0012473	38.254
0.16276	7.2749	-0.0029936	37.902
0.14691	6.2074	-0.00074841	37.773
0.14275	6.1717	0.0047399	37.753
0.14046	6.0487	0.01422	37.761
0.11826	4.0809	0.016465	37.574
0.090375	2.0055	0.0092304	37.334
0.08394	1.448	0.014344	37.271
0.074549	1.3001	0.004241	37.285
0.070134	1.1285	0.0060496	37.562
0.067281	0.97175	-0.0031807	37.783
0.065137	0.82834	0.0034926	38.218
0.063721	0.65754	0.013783	38.6
0.051226	0.35775	0.0092304	38.898
0.04298	0.089722	0.0017463	39.234
0.036879	-0.095167	0.013596	39.594
0.0055599	-1.3391	0.0082948	39.808
-0.025009	-3.1041	0.012536	39.842
-0.041585	-4.8832	-0.00062367	39.924
-0.062554	-6.4772	-0.0016839	40.048
-0.09379	-7.9283	0.0012473	40.156
-0.13469	-9.1878	0.013284	40.11
-0.17044	-10.05	0.017463	40.015
-0.17461	-10.13	0.0065486	40.02
-0.17484	-9.6624	0.0047399	39.714
-0.14543	-8.6011	0.0072346	38.902
-0.13246	-8.2533	0.019521	38.639
-0.13579	-8.2292	0.0069851	38.562
-0.12952	-8.101	0.0092927	38.48
-0.11218	-6.7862	0.011039	37.931
-0.099225	-5.5477	-0.0089809	37.432
-0.087959	-4.6488	0.007297	36.986
-0.081129	-3.837	0.014282	36.605
-0.074445	-3.1875	0.0018087	36.311
-0.066074	-2.7196	0.0096046	35.981
-0.061409	-2.2993	0.0097917	35.579
-0.056661	-1.9763	0.0040539	35.292
-0.053059	-1.7807	0.011039	34.968
-0.050227	-1.7447	0.022764	34.838
-0.042668	-1.0006	0.024011	34.509
-0.028404	0.89854	0.006798	34.083
0.0018117	2.7702	0.010291	33.923
0.0369	4.4702	0.007983	33.89
0.090437	6.0678	0.0082948	34.002
0.1356	7.522	0.0087314	34.191
0.18633	8.6764	0.0064862	34.315
0.22764	9.5767	-0.011663	34.408
0.27664	10.031	0.01528	34.375
0.27252	9.8457	0.0095422	34.152
0.21954	8.3251	0.0033055	33.932
0.19581	6.4474	0.007983	33.645
0.19291	6.3501	0.0058002	33.582
0.19622	6.3381	0.014469	33.577
0.17332	5.308	0.0018087	33.43
0.13283	3.2345	0.003056	33.025
0.11361	1.6349	0.014282	32.864
0.11112	1.4035	0.012598	32.907
0.11003	1.2339	0.0055507	33.02
0.1056	1.0972	0.010977	33.247
0.096955	0.94168	0.021267	33.622
0.09077	0.82393	-0.019833	33.955
0.083878	0.64869	0.0092927	34.383
0.074882	0.38539	0.027566	34.648
0.074195	0.15918	0.016527	34.923
0.066553	0.010024	-0.011476	35.246
0.052122	-0.76732	-0.01185	35.589
0.0064137	-2.4001	0.017775	35.491
-0.024739	-4.1128	0.0067357	35.279
-0.042564	-5.4815	0.011039	35.275
-0.060222	-6.6408	0.0085443	35.349
-0.09454	-7.8557	0.017962	35.268
-0.13927	-8.881	0.01185	35.323
-0.17611	-9.6352	0.012972	35.285
-0.18685	-9.9485	-0.0072346	35.242
-0.18658	-9.6878	0.0014968	35.196
-0.17161	-8.7471	0.021454	34.352
-0.15868	-7.9972	0.018523	34.101
-0.15385	-7.9381	0.017026	34.001
-0.15401	-7.9203	0.011787	33.98
-0.14377	-7.1471	0.01896	33.572
-0.12821	-5.9217	0.0023076	33.118
-0.11763	-4.8361	0.022702	32.661
-0.1063	-3.9333	0.016465	32.18
-0.095872	-3.2304	0.01079	31.833
-0.086314	-2.7568	0.02582	31.468
-0.079901	-2.2872	0.0089809	31.201
-0.075403	-1.9204	0.030685	30.843
-0.073633	-1.6771	0.0052389	30.47
-0.069801	-1.5455	0.010478	30.224
-0.066407	-1.3625	0.017837	29.981
-0.046832	-0.058255	0.0083572	29.392
-0.034734	1.4595	0.009854	29.012
-0.010828	2.9405	0.019708	28.832
0.030215	4.2557	0.017276	28.695
0.077964	5.533	0.010478	28.804
0.11711	6.7249	0.0058002	28.962
0.17067	7.7642	0.01079	29.169
0.21582	8.6092	0.010041	29.385
0.26771	9.2621	0.0020581	29.541
0.33251	9.7365	0.021018	29.532
0.36333	9.9131	0.0080454	29.476
0.36175	9.662	0.0094798	29.235
0.29043	7.3976	0.012224	28.878
0.26696	6.1701	0.0073593	28.611
0.2701	6.1496	0.017525	28.61
0.26363	6.1112	0.022452	28.593
0.2325	4.4523	0.014968	28.221
0.19422	2.5314	-0.0027442	27.768
0.16626	1.4426	0.0058002	27.758
0.16432	1.4005	0.0064862	27.729
0.15468	1.2254	0.0094798	27.961
0.1462	1.091	0.0064862	28.218
0.14077	0.96406	0.013721	28.597
0.13725	0.75274	0.016777	28.77
0.12825	0.45411	0.0095422	29.051
0.12226	0.18424	0.017463	29.301
0.11817	0.037664	0.012598	29.601
0.10212	-0.79974	0.0097293	29.701
0.063783	-2.1567	0.017525	29.493
0.017825	-3.4869	-0.01291	29.222
-0.023489	-4.7094	0.024947	28.975
-0.050747	-5.8145	0.012785	28.998
-0.070155	-6.8259	0.0012473	28.964
-0.11322	-7.6784	-0.0024323	29.1
-0.1557	-8.4167	0.012536	29.142
-0.18144	-8.987	0.0058002	29.202
-0.20922	-9.4601	0.01896	29.206
-0.24099	-9.838	0.017213	29.185
-0.26173	-9.9542	-0.001185	29.195
-0.25574	-9.6513	0.01054	29.089
-0.23366	-8.5965	0.012349	28.243
-0.22229	-7.5636	0.00024947	27.747
-0.21315	-7.4963	0.021454	27.663
-0.21276	-7.4583	0.024448	27.643
-0.20674	-6.633	0.0095422	27.252
-0.19268	-5.443	0.0022452	26.718
-0.18516	-4.4123	-0.0014344	26.276
-0.18344	-3.6004	-0.014906	25.776
-0.17744	-2.9147	0.0089809	25.417
-0.16911	-2.4297	0.0059873	25.053
-0.16251	-1.9736	0.01397	24.759
-0.15845	-1.6116	0.011787	24.439
-0.1537	-1.4484	0.010228	24.288
-0.15428	-1.4301	0.016964	24.184
-0.14085	-0.82859	-0.012473	23.797
-0.11693	0.23678	0.018461	23.168
-0.084065	1.3574	0.010291	22.541
-0.053225	2.3294	0.007983	22.095
-0.035255	3.3218	0.0099788	21.834
-0.005664	4.2521	0.014282	21.646
0.037816	5.1277	0.011787	21.576
0.08519	5.9467	0.035924	21.615
0.13492	6.62	0.020207	21.776
0.19183	7.2488	0.019209	21.849
0.23123	7.7478	0.0095422	22.079
0.29184	8.1773	0.025259	22.216
0.3584	8.5397	0.016091	22.425
0.41081	8.8561	0.010478	22.563
0.44619	9.1292	0.015529	22.745
0.48669	9.368	0.012536	22.844
0.52043	9.5924	0.024011	23.04
0.55568	9.7589	0.0049894	23.158
0.57057	9.8534	0.016465	23.225
0.57138	9.6514	0.0092927	22.975
0.52876	8.0914	0.021704	22.577
0.51684	6.1651	0.0091056	22.038
0.51582	6.1431	0.018523	21.978
0.51732	6.1177	0.025259	21.917
0.50604	4.9154	0.01185	21.473
0.47963	3.2701	0.0044904	20.788
0.44927	2.1164	0.0050517	20.428
0.43338	1.5739	0.019022	20.466
0.43274	1.5765	0.019271	20.44
0.4302	1.4348	0.024199	20.621
0.42222	1.3044	0.013471	20.871
0.4232	1.1713	0.01871	21.038
0.41129	0.91546	0.019459	20.981
0.40171	0.61397	0.012972	20.975
0.39321	0.35293	-0.0001871	20.924
0.38655	0.2279	0.0085443	21.018
0.33251	-0.63282	0.01896	20.622
0.27637	-1.4618	0.011476	19.985
0.21854	-2.2753	0.0085443	19.333
0.1789	-2.9402	0.012972	18.776
0.12809	-3.5355	0.033242	18.415
0.080525	-4.0906	0.02002	18.156
0.0364	-4.6148	0.016465	17.959
-0.016347	-5.0728	0.017525	18.006
-0.044729	-5.5195	0.0097293	17.998
-0.067823	-5.9314	0.0019958	18.088
-0.12153	-6.3227	0.0047399	18.222
-0.16569	-6.67	0.018461	18.464
-0.19093	-7.0219	0.010727	18.626
-0.22073	-7.3286	0.012037	18.845
-0.26065	-7.6259	0.0087314	19.071
-0.30686	-7.9	0.016465	19.417
-0.37501	-8.1525	0.0039915	19.684
-0.45029	-8.4202	0.0017463	19.995
-0.51351	-8.6966	0.0080454	20.192
-0.57092	-8.9368	0.012224	20.49
-0.62138	-9.1549	0.017276	20.777
-0.67188	-9.392	0.02002	21.123
-0.71519	-9.6247	0.010041	21.422
-0.74717	-9.855	0.014033	21.748
-0.75865	-9.9079	0.0017463	21.898
-0.75848	-9.6416	0.0094798	21.766
-0.75057	-8.9646	0.0095422	21.28
-0.74717	-8.8592	0.027753	21.135
-0.74516	-8.8257	0.0082948	21.149
-0.71917	-7.2635	0.022515	20.326
-0.69778	-5.8735	0.014282	19.46
-0.67404	-4.6502	0.003056	18.546
-0.65797	-3.7112	0.013222	17.83
-0.64481	-2.9493	0.024199	17.196
-0.62931	-2.3959	0.023512	16.599
-0.62529	-2.0669	0.0075464	16.288
-0.61965	-1.8261	0.016215	16.238
-0.60807	-1.5923	0.003056	16.072
-0.60707	-1.4134	0.018523	16.03
-0.60355	-1.3577	0.0069851	15.957
-0.57934	-0.71621	0.0012473	15.301
-0.54183	0.064844	0.026257	14.269
-0.5021	0.7018	0.0050517	13.313
-0.44863	1.3114	0.013222	12.386
-0.39823	1.7433	0.017525	11.737
-0.33218	2.0831	0.015218	11.153
-0.26421	2.4341	0.02002	10.608
-0.23416	2.745	0.010228	10.187
-0.19635	3.0126	0.011351	9.8467
-0.17177	3.2537	0.007297	9.606
-0.13796	3.4612	0.027005	9.3318
-0.09606	3.6415	0.021454	9.326
-0.057557	3.8281	0.0044904	9.1978
-0.034671	4.0429	0.011226	9.2241
0.0020615	4.2183	0.0025571	9.2338
0.043313	4.4121	0.022016	9.3336
0.10143	4.579	0.023201	9.4543
0.15818	4.7897	0.014282	9.7252
0.21196	4.9902	-0.00068604	9.9317
0.26205	5.1958	0.01185	10.182
0.32735	5.3869	0.0053012	10.335
0.39863	5.5904	0.021704	10.678
0.42814	5.8001	0.017276	10.962
0.47909	5.9883	0.015467	11.309
0.50991	6.2149	0.026756	11.55
0.54448	6.3679	0.036422	11.823
0.57171	6.6064	0.0095422	12.157
0.62255	6.7966	-0.0024323	12.477
0.68258	7.0122	0.026444	12.808
0.72806	7.1738	0.035238	13.06
0.76263	7.3746	0.016714	13.411
0.77764	7.5732	0.007983	13.781
0.81585	7.8162	0.018461	14.16
0.853	8.0108	0.011787	14.573
0.88253	8.2081	0.012972	14.941
0.91606	8.3756	0.019022	15.22
0.95729	8.5866	0.022515	15.581
1.0257	8.8133	0.0069851	15.932
