Shear_Strain_(%)	Shear_Stress_(kPa)	Axial_Strain_(%)	Effective_Vertical_Stress_(kPa)
0.031844	0.76213	0.010119	71.286
0.026691	0.40744	0.0041109	71.226
0.020525	0.1195	0.0050595	71.279
0.016724	-0.088195	-0.00018973	71.293
0.019364	-0.3426	0.0061347	71.435
0.013937	-0.99365	0.0035417	71.644
-0.0082988	-3.199	-0.008032	71.589
-0.054079	-5.9354	0.0024033	71.394
-0.10744	-8.5118	0.0080952	70.994
-0.13263	-10.621	-0.0020238	70.414
-0.1495	-12.257	0.0017708	69.572
-0.1491	-12.194	0.011384	69.501
-0.14361	-11.458	-0.00044271	69.075
-0.13185	-10.429	0.0091072	68.779
-0.12754	-10.351	0.01442	68.755
-0.12476	-10.307	0.016443	68.695
-0.11285	-8.4786	0.0043006	68.329
-0.10117	-7.4825	0.010246	68.064
-0.10003	-6.7077	0.014167	67.839
-0.088119	-5.8878	0.0091704	67.597
-0.076378	-5.055	0.012775	67.438
-0.069199	-4.2952	0.012649	67.277
-0.057352	-3.621	-0.0022768	67.087
-0.047301	-3.0329	0.0117	67.025
-0.035961	-2.53	0.015685	66.998
-0.028465	-2.1183	0.0083482	66.994
-0.0090378	-1.4004	0.020365	66.842
-0.00059126	-0.61762	0.0093601	66.647
0.013515	0.75188	0.022072	66.544
0.036975	3.0896	0.0060714	66.429
0.053551	5.3277	0.014926	66.693
0.083896	7.6255	0.010625	66.736
0.1119	9.7849	0.01423	66.713
0.13251	11.609	0.0096131	66.561
0.14461	11.98	0.015242	66.333
0.1408	11.629	-0.0059449	66.012
0.14349	11.488	0.0005692	65.799
0.1381	11.425	0.01423	65.8
0.14078	11.36	0.013155	65.666
0.13785	11.304	-0.0063244	65.685
0.098551	8.437	-0.0060082	65.162
0.072788	5.5873	0.0033519	64.792
0.058598	3.4669	0.016443	64.619
0.045527	2.196	0.0032887	64.572
0.032709	1.3003	0.002846	64.639
0.030323	1.0394	0.0030357	64.599
0.022975	0.57559	-0.0070833	64.614
0.01588	0.12169	-0.0024665	64.659
0.018815	-0.25819	0.015811	64.669
0.012754	-0.51586	-0.008538	64.666
0.010495	-0.69881	-0.0011384	64.786
0.0041388	-1.0299	0.0048066	65.038
-0.014465	-3.5312	0.0030357	65.008
-0.07452	-6.24	-0.0029725	64.965
-0.11107	-8.8045	0.0018341	64.818
-0.13455	-10.965	0.0073996	64.492
-0.14553	-12.119	-0.011321	64.114
-0.1483	-11.89	-0.011637	63.983
-0.12419	-10.184	0.010625	63.624
-0.11168	-9.0385	-0.0014546	63.23
-0.11639	-8.9859	0.017013	63.2
-0.11211	-8.9493	0.0053125	63.231
-0.10651	-7.4974	0.00050595	62.973
-0.095721	-6.5699	-0.0091072	62.718
-0.083706	-5.7239	-0.00069569	62.443
-0.070972	-4.9573	-0.0037946	62.306
-0.064279	-4.1845	-0.019226	62.105
-0.054839	-3.4642	0.0061347	61.964
-0.039551	-2.8109	0.0086644	61.8
-0.021961	-2.2347	0.0037946	61.731
-0.013683	-1.9703	0.00234	61.655
-0.0070318	-1.7384	0.014736	61.62
-0.0015204	-0.91062	0.010372	61.412
0.015774	0.34543	0.0030357	61.242
0.03385	2.4737	-0.01151	61.156
0.056064	4.9129	0.0099293	61.217
0.083516	7.2254	0.0020238	61.376
0.11021	9.3885	-0.0034784	61.5
0.12949	11.25	-0.0012016	61.489
0.14469	12.039	0.016949	61.326
0.14002	11.769	-0.0098661	61.039
0.1445	11.587	0.0032887	60.865
0.14399	11.497	-0.0025298	60.798
0.14408	11.455	0.0091072	60.76
0.1445	11.418	0	60.761
0.11259	9.5463	-0.0012649	60.477
0.080982	6.5827	-0.020175	59.928
0.067847	4.0504	0.00075893	59.63
0.053382	2.4581	0.0017708	59.607
0.039446	1.5061	-0.0027195	59.628
0.039783	1.0864	-0.0060714	59.652
0.031759	0.83098	0.0084115	59.536
0.027937	0.43602	0.013914	59.562
0.020441	0.049559	0.0073996	59.628
0.013831	-0.39452	0.010688	59.768
0.010706	-0.67329	0.0027827	59.831
0.011403	-0.87608	0.0080952	59.932
0.00092912	-1.9355	0.0041109	60.098
-0.022911	-4.1995	0.010372	60.068
-0.081531	-6.701	0.0025298	60.023
-0.11126	-9.0814	0.017455	59.906
-0.13702	-11.159	0.013408	59.833
-0.14471	-12	-0.0075893	59.652
-0.14216	-11.738	0.0084115	59.582
-0.11629	-9.6595	0.0073363	58.987
-0.10907	-8.459	0.0093601	58.756
-0.10786	-8.3848	0.00075893	58.664
-0.10997	-8.3523	0.018531	58.599
-0.094771	-7.1675	0.0012649	58.363
-0.086176	-6.0317	0.0015811	58.102
-0.075428	-5.2545	0.0067039	57.896
-0.062948	-4.5021	0.012712	57.778
-0.056951	-3.7723	0.0084115	57.594
-0.040121	-3.0825	0.0005692	57.442
-0.024854	-2.5436	0.0027827	57.34
-0.015204	-2.0939	-0.0068304	57.197
-0.010474	-1.8689	-0.0027827	57.142
-0.0076019	-1.8194	0.0084115	57.02
0.0071585	-1.0543	0.014926	56.824
0.013261	-0.13017	0.0053125	56.758
0.031231	1.8249	0.012459	56.643
0.048652	4.241	0.012459	56.756
0.080158	6.5962	0.018278	56.87
0.1082	8.8602	0.00031622	57.119
0.13141	10.845	0.0045536	57.359
0.14239	12.106	-0.0016443	57.245
0.14678	11.987	0.00031622	57.056
0.14737	11.609	-0.0024665	56.933
0.14822	11.506	0.0081585	56.87
0.14349	11.473	0.00082217	56.763
0.14689	11.442	-0.014673	56.729
0.12019	9.8512	-0.0062612	56.44
0.08757	6.8261	-0.0063244	55.805
0.065883	4.1153	-0.012649	55.412
0.057099	2.4677	0.010119	55.343
0.047977	1.4892	-0.011004	55.324
0.040691	1.0844	-0.0037946	55.393
0.036004	0.86585	0.0041109	55.38
0.029373	0.47038	0.0075893	55.385
0.023988	0.088924	0.014926	55.417
0.019279	-0.25644	0.0045536	55.475
0.019237	-0.47288	0.0048066	55.572
0.014591	-0.69898	0.014736	55.807
0.0012459	-2.1739	-0.0010119	55.986
-0.024178	-4.5835	0.0063877	55.987
-0.08871	-7.1308	0.012649	55.946
-0.11766	-9.4929	0.0026563	55.961
-0.137	-11.432	0.0027827	55.841
-0.14714	-12.08	0.017455	55.643
-0.14564	-11.827	0.0050595	55.55
-0.11743	-9.5056	0.012902	54.888
-0.10702	-7.6577	0.0017708	54.497
-0.10524	-7.5461	0.0041109	54.458
-0.10155	-7.5278	0.017455	54.481
-0.095974	-6.7595	0.013661	54.371
-0.079905	-5.54	0.02106	54.051
-0.065904	-4.7023	0.0018341	53.885
-0.060646	-4.0361	-0.0068304	53.713
-0.05068	-3.4293	0.010625	53.58
-0.037017	-2.8814	0.02125	53.348
-0.026353	-2.3703	0.014167	53.227
-0.012607	-1.9466	0.0038579	53.049
-0.0074541	-1.7834	-0.00025298	53.034
-0.011403	-1.7983	0.0073363	53.059
0.00035898	-1.1666	0.015179	52.874
0.013493	-0.23985	-0.00025298	52.673
0.029457	1.7592	0.018531	52.593
0.048652	4.0958	0.019732	52.618
0.082861	6.4011	0.00025298	52.743
0.10693	8.5361	0.0012649	53.035
0.12245	10.489	0.0067039	53.288
0.14689	12.016	0.012522	53.361
0.15229	12.26	-0.00069569	53.268
0.15195	11.556	-0.0050595	52.866
0.12079	8.6779	0.014926	52.222
0.11071	7.814	0.0117	52.033
0.11462	7.7832	0.0037946	51.979
0.11352	7.7721	0.0012649	51.972
0.11544	7.7661	0.019226	51.994
0.088182	5.9271	0.026563	51.632
0.067066	3.453	0.0053125	51.263
0.05693	1.9522	0.0079055	51.191
0.04956	1.2232	0.011384	51.336
0.045696	1.0309	0.011447	51.394
0.047977	0.95475	0.015938	51.372
0.040121	0.53693	0.0053758	51.385
0.035286	0.18438	-0.0015179	51.329
0.027853	-0.16955	0.012649	51.367
0.02591	-0.49324	0.0096764	51.471
0.016133	-1.0104	0.022072	51.703
0.0013515	-2.3882	0.0069569	51.785
-0.014634	-4.2481	0.0012649	51.9
-0.07207	-6.5033	0.010182	51.913
-0.10913	-8.6823	0.010182	51.93
-0.13584	-10.583	0.0020238	51.969
-0.14545	-11.917	0.0091704	51.798
-0.14613	-11.831	0.010182	51.824
-0.13802	-10.452	0.013155	51.333
-0.11042	-8.2974	0.02378	50.822
-0.10619	-7.8855	0.0015811	50.706
-0.10693	-7.8634	0.0068936	50.682
-0.10026	-7.496	0.0068304	50.667
-0.085416	-6.1309	0.0045536	50.322
-0.072662	-5.0885	0.0080952	50.102
-0.065398	-4.378	0.015242	49.888
-0.05372	-3.7653	0.010941	49.765
-0.04198	-3.1662	-0.0049963	49.55
-0.026037	-2.6296	0.010688	49.404
-0.017168	-2.1805	0.002593	49.273
-0.0069473	-1.8033	0.026373	49.192
-0.0097347	-1.7616	0.011384	49.212
-0.0023017	-1.5286	0.0017708	49.158
0.0067362	-0.68496	0.0091072	48.938
0.020546	1.03	0.0084747	48.743
0.044239	2.9975	0.0096131	48.639
0.065377	5.1335	0.016317	48.736
0.096777	7.3101	0.0020238	49.008
0.12011	9.3461	0.0117	49.377
0.14579	11.104	0.015495	49.661
0.16657	12.197	0.0033519	49.677
0.16378	12.05	-0.0063244	49.446
0.13339	9.9516	0.0084747	48.796
0.11798	7.7652	0.0068936	48.22
0.11741	7.4939	0.014926	48.182
0.11608	7.4675	0.0053758	48.186
0.11857	7.455	-0.0027827	48.188
0.11014	7.0813	0.0058185	48.094
0.08077	4.6071	0.015495	47.665
0.066369	2.5749	0.0117	47.397
0.056846	1.3469	0.011637	47.467
0.05522	1.0042	0.013977	47.588
0.052939	0.98009	-0.0065774	47.533
0.047977	0.68422	-0.00018973	47.578
0.048124	0.26786	0.0048066	47.57
0.040121	-0.10146	0.018214	47.605
0.02762	-0.39003	0.0086644	47.708
0.018836	-0.87722	-0.0030357	47.875
0.013768	-2.0852	0.020301	47.95
-0.011044	-3.962	0.013218	48.018
-0.044619	-6.084	0.013977	48.054
-0.10201	-8.1809	-0.0012649	48.13
-0.12794	-10.126	0.023021	48.234
-0.14488	-11.648	0.0030357	48.195
-0.14302	-11.925	0.010878	48.18
-0.14978	-11.474	0.018531	48.032
-0.11464	-8.7093	0.031622	47.398
-0.10839	-7.7382	-0.0032887	47.138
-0.10848	-7.6842	0.015432	47.079
-0.10653	-7.6551	0.01189	47.085
-0.089365	-6.4056	0.0017708	46.792
-0.080939	-5.0961	0.002846	46.433
-0.065651	-4.2934	0.0055655	46.192
-0.052728	-3.6385	0.013155	46.012
-0.037946	-2.9525	0.0086644	45.751
-0.024854	-2.4269	0.013155	45.535
-0.015119	-1.9908	0.010625	45.457
-0.0048357	-1.6598	0.0056287	45.456
-0.003991	-1.6308	0.0045536	45.45
-0.00027451	-1.5098	-0.0070833	45.433
0.012395	-0.36725	0.031116	45.156
0.030809	1.4007	-0.0015179	44.934
0.051271	3.2858	0.0043638	44.798
0.078194	5.3843	0.0084115	44.967
0.10142	7.6105	0.01442	45.264
0.12613	9.6108	0.0086012	45.593
0.15024	11.267	0.010625	45.949
0.16781	12.021	0.0074628	45.975
0.1706	11.792	0.016443	45.7
0.13749	9.3351	0.0040476	45.08
0.11747	7.0942	0.0025298	44.538
0.11789	6.8	0.024539	44.457
0.12085	6.7822	0.0005692	44.496
0.11916	6.7513	0.017202	44.462
0.10995	6.4391	0.0063877	44.418
0.080602	4.1023	-0.0035417	44.038
0.064511	2.1957	0.012143	43.873
0.063159	1.2875	0.0046168	43.929
0.060034	0.9791	-0.00025298	43.976
0.056487	0.97643	0.01189	44.038
0.052094	0.70456	-0.0090439	43.917
0.047132	0.30306	0.0030357	43.924
0.042993	-0.07557	0.026626	43.979
0.040544	-0.4222	0.017961	44.134
0.023798	-0.96132	0.01676	44.318
0.007433	-2.3652	0.0084115	44.438
-0.013831	-4.2736	-0.00050595	44.492
-0.061491	-6.4316	0.018973	44.497
-0.10991	-8.4818	0.0086644	44.627
-0.13428	-10.363	0.0020238	44.728
-0.14915	-11.767	0.0088542	44.723
-0.16008	-12.089	0.0027827	44.702
-0.15611	-11.694	0.012649	44.618
-0.12816	-9.1357	-0.00018973	43.847
-0.11768	-7.5386	0.012902	43.439
-0.11707	-7.4421	0.0017708	43.369
-0.11699	-7.411	-0.007779	43.374
-0.099944	-6.2775	0.011447	43.068
-0.088182	-5.0552	-0.0012016	42.754
-0.078405	-4.1834	0.013471	42.471
-0.068861	-3.4515	0.030167	42.266
-0.054396	-2.7076	0.015685	42.055
-0.041494	-2.1786	0.018278	41.95
-0.030767	-1.8094	0.00031622	41.786
-0.019195	-1.5448	-0.0027195	41.815
-0.01816	-1.5422	0.013471	41.797
-0.01419	-1.4947	0.00234	41.758
-0.0013515	-0.72581	0.0045536	41.563
0.016133	0.90767	0.018341	41.314
0.036046	2.837	0.01872	41.189
0.062927	4.8789	0.01442	41.147
0.092912	6.9383	0.0065774	41.464
0.12233	8.8984	-0.0060082	41.802
0.13859	10.536	0.010625	42.149
0.1728	11.696	0.0048698	42.383
0.18682	12.165	-0.0037314	42.361
0.19197	11.891	0.015685	42.04
0.1506	9.3144	0.020807	41.326
0.13582	7.3168	0.0027827	40.821
0.13766	7.0923	0.0096764	40.728
0.14112	7.0721	0.0050595	40.743
0.13952	7.0588	-0.008538	40.661
0.13455	6.9786	0.0051228	40.68
0.10786	4.6846	0.023021	40.113
0.083516	2.7462	0.010941	39.867
0.072535	1.5206	-0.0017076	39.844
0.068819	1.0592	0.013534	39.986
0.067552	1.0528	0.022325	39.933
0.068333	1.0029	0.0020238	39.864
0.065018	0.65081	0.0027827	39.888
0.057331	0.32441	0.025804	39.898
0.056085	0.025099	0.0036049	39.988
0.054502	-0.253	0.0051228	40.11
0.032688	-1.192	0.015558	40.215
0.0062294	-2.8379	0.020048	40.251
-0.015795	-4.9258	0.015305	40.232
-0.068607	-6.9109	0.026879	40.261
-0.11152	-8.6913	-0.0037314	40.33
-0.13388	-10.336	0.014926	40.53
-0.15692	-11.546	0.01676	40.653
-0.17299	-12.014	0.018531	40.667
-0.17239	-11.783	0.0035417	40.631
-0.14047	-9.7847	0.013914	39.925
-0.12484	-7.9316	0.013155	39.399
-0.12357	-7.5756	0.0073996	39.238
-0.12425	-7.5364	0.0053125	39.229
-0.12064	-6.9251	0.012902	39.058
-0.10313	-5.5503	0.015242	38.659
-0.091033	-4.4621	0.018531	38.285
-0.084234	-3.6983	0.017076	38.084
-0.070107	-2.8685	0.010119	37.82
-0.057204	-2.2283	0.0078423	37.581
-0.049919	-1.8555	0.028397	37.488
-0.046794	-1.559	-0.00018973	37.55
-0.043247	-1.4736	0.016443	37.488
-0.044872	-1.4764	0.023527	37.478
-0.024516	-0.93013	-0.0020238	37.277
0.0031886	0.39718	0.032128	36.961
0.023798	2.0896	0.020744	36.628
0.048716	3.9811	0.0084115	36.641
0.079546	5.8838	0.0099293	36.778
0.10565	7.6383	0.015242	37.075
0.12186	9.2377	0.017202	37.445
0.15143	10.57	0.0041109	37.743
0.18768	11.597	0.019606	37.966
0.20745	11.86	0.010372	37.974
0.2103	11.533	0.023337	37.728
0.16224	8.9077	0.021503	37.038
0.15341	7.2904	-0.0049963	36.485
0.15244	7.218	0.02106	36.452
0.15438	7.1952	0.017455	36.414
0.15219	7.1741	0.019036	36.416
0.14004	6.685	0.013218	36.304
0.12043	4.4704	0.017202	35.751
0.10229	2.6508	0.024033	35.464
0.082945	1.486	0.015938	35.493
0.076758	1.0281	0.013408	35.543
0.080665	1.0001	0.0073996	35.532
0.073295	0.91188	0.01189	35.454
0.07262	0.578	0.0070833	35.38
0.066242	0.21868	0.013155	35.344
0.062653	-0.15	0.029156	35.444
0.054734	-0.46694	0.010435	35.557
0.039952	-1.4378	-0.0048066	35.63
0.018308	-2.8158	0.010688	35.69
-0.0094391	-4.7478	0.0051228	35.602
-0.046308	-6.5307	0.018025	35.667
-0.10524	-8.161	0.019795	35.756
-0.13312	-9.644	0.0041109	36.002
-0.15189	-10.79	0.029472	36.192
-0.17645	-11.636	0.014989	36.415
-0.1888	-11.956	0.0043006	36.485
-0.18709	-11.669	0.028586	36.382
-0.16226	-9.7677	0.017708	35.719
-0.14199	-7.8052	0.024096	35.099
-0.14317	-7.5703	0.031938	34.942
-0.13988	-7.5437	0.020554	34.898
-0.13787	-6.8756	0.017202	34.707
-0.12207	-5.5361	0.028333	34.27
-0.11572	-4.5027	0.020301	33.887
-0.10829	-3.7989	0.020048	33.588
-0.10062	-3.0891	0.014673	33.312
-0.090737	-2.4612	0.022831	33.042
-0.08246	-2.0708	0.020112	33.011
-0.076294	-1.6883	0.012649	32.97
-0.076547	-1.484	0.021503	32.932
-0.073464	-1.4736	0.015432	32.925
-0.06563	-1.1538	0.016696	32.74
-0.042317	-0.22303	0.017455	32.449
-0.001626	1.1958	0.021819	32.146
0.026607	2.7367	0.019289	31.915
0.041874	4.3979	0.019985	31.769
0.077096	6.0474	0.02612	31.929
0.10581	7.5264	0.021313	32.102
0.1283	8.843	0.020301	32.508
0.15086	9.9654	0.024539	32.788
0.18775	10.883	0.028713	33.138
0.24174	11.506	0.012965	33.34
0.28381	11.865	0.01619	33.44
0.28609	11.698	0.019542	33.177
0.22873	9.6576	0.019542	32.473
0.20464	7.5764	0.025551	31.731
0.20776	7.2958	0.015685	31.655
0.20356	7.2714	0.016696	31.543
0.20517	7.2657	0.016443	31.532
0.19357	6.9449	0.023274	31.543
0.16992	4.6903	0.0015179	30.79
0.14847	2.9524	0.033203	30.319
0.13318	1.7331	0.036682	30.223
0.12499	1.1385	0.044524	30.273
0.12068	1.1058	0.018784	30.306
0.12186	0.98964	0.020301	30.218
0.11834	0.6898	0.027132	30.031
0.11546	0.36974	0.021756	29.936
0.10432	-0.058387	0.019289	29.906
0.095953	-0.30185	0.015748	30.076
0.08151	-1.0076	0.032697	30.187
0.059443	-2.3939	0.020807	30.138
0.025994	-4.0046	0.025298	29.985
-0.006166	-5.645	0.027574	29.894
-0.043225	-7.0299	0.0070833	29.898
-0.10679	-8.2688	0.035164	30.07
-0.13692	-9.3802	0.0045536	30.287
-0.15493	-10.252	0.020301	30.602
-0.18971	-10.929	0.025298	30.855
-0.21114	-11.486	0.030357	31.062
-0.24174	-11.916	0.020744	31.243
-0.24294	-11.909	0.020997	31.246
-0.24022	-11.007	0.019985	30.914
-0.21034	-8.7316	0.016001	30.048
-0.21125	-8.2315	0.010941	29.814
-0.21059	-8.2018	0.030484	29.792
-0.20831	-7.741	0.013155	29.608
-0.18228	-6.1029	-0.0070201	28.894
-0.16775	-4.8531	0.012396	28.329
-0.16372	-4.0561	0.023843	27.986
-0.15299	-3.4352	0.012902	27.615
-0.14731	-2.7937	0.030484	27.263
-0.14064	-2.3693	0.023337	27.141
-0.13776	-2.032	0.015242	27.051
-0.13388	-1.6777	0.010119	26.942
-0.13567	-1.4835	0.0117	26.925
-0.1327	-1.4141	0.041045	26.849
-0.11895	-0.6606	0.016823	26.384
-0.10155	0.41224	0.024665	25.933
-0.077202	1.6925	0.010119	25.397
-0.02686	2.9735	0.019795	24.966
0.01892	4.2703	0.014926	24.689
0.040797	5.4499	0.024602	24.622
0.0836	6.5133	0.025045	24.69
0.11308	7.459	0.021819	24.81
0.13428	8.3118	0.024286	25.094
0.16555	9.0405	0.021313	25.42
0.21452	9.673	0.016949	25.782
0.26075	10.191	0.024602	26.1
0.32486	10.616	0.022894	26.347
0.37087	10.962	0.019542	26.626
0.41312	11.281	0.012649	26.897
0.45831	11.552	0.011637	27.161
0.49757	11.801	0.014167	27.38
0.5095	11.849	0.012459	27.41
0.50682	11.246	0.011384	27.034
0.44968	8.7814	0.012649	25.971
0.44488	8.038	0.014167	25.634
0.44174	7.9924	0.02612	25.61
0.44275	7.9647	0.010182	25.607
0.43861	7.8486	0.015748	25.506
0.41834	5.9972	0.015495	24.741
0.38626	4.2427	0.012459	23.925
0.36751	2.9003	0.02378	23.272
0.35245	1.9032	0.019226	22.94
0.32914	1.4302	0.013534	23.003
0.31842	1.2721	0.041804	22.986
0.31292	1.2612	0.032381	22.975
0.30938	0.97862	0.013155	22.707
0.29521	0.73024	0.016823	22.453
0.28727	0.47599	0.045283	22.264
0.27128	0.25914	0.030104	22.211
0.25923	0.048135	0.0080952	22.245
0.24383	-0.53374	0.014926	22.156
0.21934	-1.5352	0.018784	21.634
0.16933	-2.594	0.027385	21.124
0.13048	-3.6026	0.024792	20.686
0.10328	-4.4302	0.0088542	20.426
0.064849	-5.225	0.017772	20.287
0.02591	-5.9417	0.038452	20.276
-0.0075175	-6.5871	0.0053125	20.353
-0.059211	-7.1776	0.017202	20.475
-0.11597	-7.7133	0.02865	20.719
-0.13821	-8.2154	0.017772	20.995
-0.16479	-8.6398	0.016696	21.317
-0.19818	-9.0424	0.012459	21.614
-0.22787	-9.4165	0.029092	21.954
-0.2512	-9.7549	0.042247	22.288
-0.29675	-10.087	0.024286	22.609
-0.33575	-10.393	0.02359	23.039
-0.37484	-10.692	0.011131	23.401
-0.42801	-10.971	0.010688	23.774
-0.4796	-11.236	0.022072	24.097
-0.53156	-11.511	0.026057	24.488
-0.56459	-11.758	0.02808	24.861
-0.57861	-11.871	0.02612	25.019
-0.57732	-11.604	0.021313	24.998
-0.52759	-9.3671	0.019985	24.006
-0.5118	-7.8463	0.023084	23.26
-0.5068	-7.7855	0.012712	23.171
-0.50682	-7.7864	0.026626	23.121
-0.48112	-6.1727	0.026879	22.404
-0.46177	-5.0066	0.015748	21.561
-0.44414	-4.3132	0.029409	21.058
-0.43508	-3.6642	0.0088542	20.539
-0.42022	-3.1657	0.031116	20.159
-0.41027	-2.6399	0.026057	19.767
-0.39952	-2.196	0.02612	19.355
-0.3889	-1.8379	0.019985	19.072
-0.38257	-1.576	0.0048066	18.864
-0.38027	-1.5467	0.010119	18.747
-0.3752	-1.2469	0.028903	18.466
-0.35814	-0.66733	0.010435	17.664
-0.32758	0.034019	0.026626	16.856
-0.30458	0.82335	0.018973	15.825
-0.27293	1.5062	0.02106	14.962
-0.24199	2.0858	0.019542	14.132
-0.21368	2.6247	0.023527	13.481
-0.17721	3.071	0.017202	12.944
-0.14767	3.4896	0.0018341	12.652
-0.11789	3.8566	0.025298	12.381
-0.084381	4.1944	0.014673	12.206
-0.015542	4.5076	0.024286	12.066
0.025678	4.8452	0.044777	12.149
0.055072	5.1451	0.027321	12.23
0.10083	5.4326	0.016949	12.383
0.12383	5.7303	0.016001	12.626
0.149	6.0418	0.013155	12.896
0.19672	6.3248	0.022831	13.167
0.24958	6.6255	0.018973	13.541
0.31022	6.9174	0.015242	13.899
0.36236	7.2093	0.010688	14.334
0.3964	7.4506	0.015938	14.671
0.44174	7.7298	0.038705	15.069
0.4838	7.9987	0.020744	15.428
0.52641	8.266	0.030926	15.845
0.58068	8.539	0.014926	16.345
0.6491	8.7911	0.0098661	16.749
0.71684	9.0265	0.025867	17.142
0.76473	9.2896	-0.0088542	17.619
0.79953	9.5652	0.0076525	18.078
0.82971	9.8042	0.0027827	18.522
0.85857	10.06	0.0093601	18.964
0.8863	10.31	0.013661	19.368
0.92023	10.53	0.022072	19.844
0.9521	10.791	0.014926	20.265
0.97862	11.04	0.028333	20.707
1.0155	11.31	0.022072	21.199
1.0506	11.585	0.01423	21.705
1.1025	11.825	0.023527	22.143
1.1089	11.843	0.014673	22.238
1.1043	11.414	0.013977	21.833
1.1046	11.158	0.03042	21.696
1.107	11.123	0.020997	21.662
1.1056	11.086	0.0091704	21.638
1.0419	9.0061	0.018531	20.594
1.0193	7.0983	0.0096131	19.416
0.99989	5.3982	0.017329	18.181
0.98219	4.014	0.032128	17.115
0.96308	2.9993	0.0071466	16.137
0.94441	2.3066	0.013471	15.501
0.92877	1.8976	0.031179	15.291
0.90765	1.5971	0.025551	15.219
0.90199	1.3658	0.0048698	15.22
0.89365	1.2262	0.024096	15.046
0.8885	0.99271	-0.0088542	14.52
0.87851	0.81141	0.030863	13.994
0.86958	0.65088	0.025361	13.544
0.86341	0.47301	0.017013	13.077
0.85874	0.31775	0.013661	12.732
0.85226	0.24119	0.014736	12.54
0.84624	0.084343	0.024539	12.547
0.8265	-0.31719	0.017266	11.86
0.79903	-0.74556	0.024792	10.979
0.75918	-1.1172	0.0027827	10.18
0.70934	-1.4193	0.018214	9.4703
0.64547	-1.6819	0.021313	8.8511
0.58132	-1.8919	0.021819	8.4948
0.52679	-2.1033	0.023274	8.0772
0.46971	-2.3007	0.020048	7.7588
0.42866	-2.459	0.019226	7.4745
0.38219	-2.628	0.027068	7.3492
0.33677	-2.8009	0.013977	7.2494
0.24901	-2.9723	0.020744	7.1474
0.20508	-3.1631	0.027954	7.1622
0.15945	-3.3535	0.0070833	7.3016
0.12231	-3.559	0.012775	7.3596
0.076758	-3.7309	0.030357	7.5754
0.036722	-3.9266	0.0099293	7.7267
-0.0026396	-4.1334	0.015242	8.0019
-0.05522	-4.3605	0.016317	8.2397
-0.11014	-4.5678	0.01619	8.5106
-0.13827	-4.8003	0.022768	8.8237
-0.16995	-5.0066	0.018214	9.1303
-0.19537	-5.2148	0.015748	9.4361
