idx         Dr           G0           hpo           max1            res1            max3            res3            max5            res5            max7            res7            max9            res9            max11            res11            max13            res13            max15            res15            max17            res17            max19            res19            max21            res21            max23            res23            max25            res25            max27            res27            max29            res29            max31            res31            max33            res33            max35            res35            max37            res37            max39            res39            max41            res41            max43            res43            max45            res45            max47            res47            max49            res49            
45    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
46    0.519025    198.423000    0.313008    0.348879    0.348879    0.348879    0.348879    0.348879    0.348879    0.348878    0.348878    0.348879    0.348879    0.348816    0.348816    0.349379    0.349379    0.350029    0.350029    0.351409    0.351409    0.419977    0.419977    0.493202    0.493202    0.565850    0.565850    0.636999    0.636999    0.712279    0.712279    0.715088    0.715088    0.716071    0.716071    0.716060    0.716060    0.715992    0.715992    0.715806    0.715806    0.715535    0.715535    0.715328    0.715328    0.715102    0.715102    0.715056    0.715056    0.715023    0.715023    0.714914    0.714914    
47    0.495328    193.758000    0.398280    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348301    0.348301    0.347333    0.347333    0.347928    0.347928    0.348430    0.348430    0.350019    0.350019    0.419906    0.419906    0.498663    0.498663    0.584169    0.584169    0.660749    0.660749    0.742276    0.742276    0.745575    0.745575    0.746507    0.746507    0.746473    0.746473    0.746392    0.746392    0.746177    0.746177    0.745869    0.745869    0.745585    0.745585    0.745293    0.745293    0.745245    0.745245    0.745154    0.745154    0.745049    0.745049    
48    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
49    0.577300    319.199000    0.142126    0.348545    0.348545    0.348544    0.348544    0.348545    0.348545    0.348545    0.348545    0.348544    0.348544    0.348449    0.348449    0.394449    0.394449    0.445322    0.445322    0.493272    0.493272    0.544722    0.544722    0.595376    0.595376    0.647475    0.647475    0.691905    0.691905    0.728974    0.728974    0.730217    0.730217    0.730751    0.730751    0.730662    0.730662    0.730617    0.730617    0.730605    0.730605    0.730577    0.730577    0.730521    0.730521    0.730510    0.730510    0.730424    0.730424    0.730441    0.730441    0.730461    0.730461    
50    0.465320    388.253000    0.660224    0.347078    0.347078    0.347078    0.347078    0.347077    0.347077    0.347077    0.347077    0.347078    0.347078    0.347118    0.347118    0.411461    0.411461    0.473243    0.473243    0.532882    0.532882    0.597734    0.597734    0.662962    0.662962    0.719532    0.719532    0.741928    0.741928    0.742585    0.742585    0.742127    0.742127    0.741754    0.741754    0.741643    0.741643    0.741423    0.741423    0.741302    0.741302    0.741131    0.741131    0.740962    0.740962    0.740814    0.740814    0.740727    0.740727    0.740692    0.740692    0.740683    0.740683    
51    0.494808    340.641000    0.596145    0.347768    0.347768    0.347767    0.347767    0.347767    0.347767    0.347767    0.347767    0.347766    0.347766    0.347831    0.347831    0.390801    0.390801    0.437211    0.437211    0.493120    0.493120    0.545348    0.545348    0.600235    0.600235    0.648771    0.648771    0.698020    0.698020    0.732920    0.732920    0.734116    0.734116    0.734469    0.734469    0.734409    0.734409    0.734334    0.734334    0.734276    0.734276    0.734258    0.734258    0.734232    0.734232    0.734208    0.734208    0.734075    0.734075    0.733964    0.733964    0.733968    0.733968    
52    0.484416    277.248000    0.484000    0.346665    0.346665    0.346665    0.346665    0.346665    0.346665    0.346664    0.346664    0.346665    0.346665    0.345408    0.345408    0.394960    0.394960    0.446572    0.446572    0.511018    0.511018    0.580680    0.580680    0.647858    0.647858    0.713684    0.713684    0.764705    0.764705    0.803835    0.803835    0.804924    0.804924    0.804934    0.804934    0.804873    0.804873    0.804555    0.804555    0.804268    0.804268    0.804108    0.804108    0.803928    0.803928    0.803677    0.803677    0.803478    0.803478    0.803363    0.803363    0.803348    0.803348    
53    0.525727    184.149000    0.298042    0.349192    0.349192    0.349192    0.349192    0.349192    0.349192    0.349191    0.349191    0.349192    0.349192    0.349116    0.349116    0.349277    0.349277    0.349566    0.349566    0.350338    0.350338    0.403510    0.403510    0.473773    0.473773    0.546263    0.546263    0.624077    0.624077    0.694892    0.694892    0.698228    0.698228    0.699078    0.699078    0.699182    0.699182    0.699109    0.699109    0.699202    0.699202    0.699187    0.699187    0.699237    0.699237    0.699288    0.699288    0.698916    0.698916    0.698703    0.698703    0.698618    0.698618    
54    0.480326    371.610000    0.483965    0.347468    0.347468    0.347468    0.347468    0.347468    0.347468    0.347467    0.347467    0.347467    0.347467    0.347599    0.347599    0.377899    0.377899    0.434715    0.434715    0.498032    0.498032    0.562625    0.562625    0.628478    0.628478    0.684008    0.684008    0.734483    0.734483    0.739440    0.739440    0.739813    0.739813    0.739788    0.739788    0.739675    0.739675    0.739556    0.739556    0.739423    0.739423    0.739296    0.739296    0.739182    0.739182    0.739084    0.739084    0.739035    0.739035    0.738938    0.738938    0.738924    0.738924    
55    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
56    0.512310    284.208000    0.319786    0.347073    0.347073    0.347073    0.347073    0.347072    0.347072    0.347072    0.347072    0.347071    0.347071    0.346858    0.346858    0.405442    0.405442    0.464098    0.464098    0.526894    0.526894    0.593369    0.593369    0.660453    0.660453    0.722986    0.722986    0.771668    0.771668    0.780654    0.780654    0.780928    0.780928    0.780657    0.780657    0.780537    0.780537    0.780384    0.780384    0.780206    0.780206    0.780131    0.780131    0.780104    0.780104    0.780083    0.780083    0.779997    0.779997    0.780004    0.780004    0.779962    0.779962    
57    0.460366    337.168000    0.668903    0.346765    0.346765    0.346765    0.346765    0.346765    0.346765    0.346765    0.346765    0.346764    0.346764    0.345469    0.345469    0.394391    0.394391    0.463394    0.463394    0.534618    0.534618    0.606657    0.606657    0.675859    0.675859    0.723951    0.723951    0.765502    0.765502    0.766679    0.766679    0.765770    0.765770    0.764994    0.764994    0.764523    0.764523    0.764184    0.764184    0.763836    0.763836    0.763645    0.763645    0.763508    0.763508    0.763358    0.763358    0.763289    0.763289    0.763286    0.763286    0.763257    0.763257    
58    0.739041    317.089000    0.018579    0.351978    0.351978    0.351978    0.351978    0.351977    0.351977    0.351977    0.351977    0.351978    0.351978    0.351099    0.351099    0.383697    0.383697    0.409335    0.409335    0.440217    0.440217    0.470227    0.470227    0.502430    0.502430    0.533062    0.533062    0.561486    0.561486    0.583897    0.583897    0.597832    0.597832    0.603815    0.603815    0.603625    0.603625    0.603340    0.603340    0.603076    0.603076    0.603017    0.603017    0.602925    0.602925    0.602925    0.602925    0.602931    0.602931    0.602954    0.602954    0.602967    0.602967    
59    0.542589    104.376000    0.228651    0.350478    0.350478    0.350478    0.350478    0.350478    0.350478    0.350478    0.350478    0.350477    0.350477    0.351076    0.351076    0.351471    0.351471    0.353315    0.353315    0.351535    0.351535    0.350453    0.350453    0.349344    0.349344    0.352239    0.352239    0.437264    0.437264    0.507781    0.507781    0.593862    0.593862    0.671796    0.671796    0.671762    0.671762    0.671834    0.671834    0.671800    0.671800    0.672300    0.672300    0.672111    0.672111    0.672236    0.672236    0.672389    0.672389    0.672516    0.672516    0.672698    0.672698    
60    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
61    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
62    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
63    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
64    0.622649    134.543000    0.078766    0.350722    0.350722    0.350721    0.350721    0.350722    0.350722    0.350722    0.350722    0.350721    0.350721    0.351281    0.351281    0.352005    0.352005    0.352290    0.352290    0.352255    0.352255    0.352897    0.352897    0.396530    0.396530    0.454119    0.454119    0.512969    0.512969    0.571927    0.571927    0.632817    0.632817    0.686629    0.686629    0.686691    0.686691    0.686593    0.686593    0.686893    0.686893    0.686981    0.686981    0.686892    0.686892    0.686803    0.686803    0.686343    0.686343    0.686246    0.686246    0.686182    0.686182    
65    0.498489    234.606000    0.391918    0.347820    0.347820    0.347820    0.347820    0.347819    0.347819    0.347819    0.347819    0.347819    0.347819    0.346509    0.346509    0.347301    0.347301    0.360273    0.360273    0.424581    0.424581    0.491178    0.491178    0.565538    0.565538    0.632455    0.632455    0.701490    0.701490    0.759130    0.759130    0.761408    0.761408    0.762053    0.762053    0.761978    0.761978    0.762055    0.762055    0.762015    0.762015    0.762123    0.762123    0.762109    0.762109    0.762011    0.762011    0.761726    0.761726    0.761489    0.761489    0.761413    0.761413    
66    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
67    0.741267    313.891000    0.017492    0.351686    0.351686    0.351686    0.351686    0.351685    0.351685    0.351685    0.351685    0.351684    0.351684    0.351389    0.351389    0.384782    0.384782    0.415260    0.415260    0.449533    0.449533    0.482462    0.482462    0.515130    0.515130    0.547045    0.547045    0.581414    0.581414    0.604973    0.604973    0.618467    0.618467    0.625779    0.625779    0.625310    0.625310    0.625013    0.625013    0.624734    0.624734    0.624595    0.624595    0.624566    0.624566    0.624525    0.624525    0.624491    0.624491    0.624470    0.624470    0.624489    0.624489    
68    0.680494    307.350000    0.039002    0.350508    0.350508    0.350508    0.350508    0.350507    0.350507    0.350507    0.350507    0.350507    0.350507    0.350416    0.350416    0.394256    0.394256    0.429479    0.429479    0.465954    0.465954    0.499242    0.499242    0.538417    0.538417    0.577400    0.577400    0.619780    0.619780    0.650873    0.650873    0.666301    0.666301    0.666217    0.666217    0.665810    0.665810    0.665665    0.665665    0.665526    0.665526    0.665367    0.665367    0.665277    0.665277    0.665242    0.665242    0.665229    0.665229    0.665214    0.665214    0.665221    0.665221    
69    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
70    0.731100    291.426000    0.019520    0.351685    0.351685    0.351685    0.351685    0.351684    0.351684    0.351684    0.351684    0.351684    0.351684    0.351679    0.351679    0.383955    0.383955    0.416315    0.416315    0.449436    0.449436    0.480522    0.480522    0.509778    0.509778    0.538548    0.538548    0.573540    0.573540    0.597542    0.597542    0.614021    0.614021    0.619046    0.619046    0.618747    0.618747    0.618438    0.618438    0.618244    0.618244    0.618198    0.618198    0.618185    0.618185    0.618248    0.618248    0.618220    0.618220    0.618242    0.618242    0.618281    0.618281    
71    0.506676    173.374000    0.355441    0.349336    0.349336    0.349335    0.349335    0.349335    0.349335    0.349335    0.349335    0.349334    0.349334    0.349716    0.349716    0.350037    0.350037    0.350039    0.350039    0.350177    0.350177    0.352212    0.352212    0.424071    0.424071    0.513366    0.513366    0.601770    0.601770    0.680582    0.680582    0.684328    0.684328    0.685412    0.685412    0.685502    0.685502    0.685558    0.685558    0.685502    0.685502    0.685673    0.685673    0.685547    0.685547    0.685444    0.685444    0.685127    0.685127    0.685060    0.685060    0.685092    0.685092    
72    0.622649    134.543000    0.078766    0.350722    0.350722    0.350721    0.350721    0.350722    0.350722    0.350722    0.350722    0.350721    0.350721    0.351281    0.351281    0.352005    0.352005    0.352290    0.352290    0.352255    0.352255    0.352897    0.352897    0.396530    0.396530    0.454119    0.454119    0.512969    0.512969    0.571927    0.571927    0.632817    0.632817    0.686629    0.686629    0.686691    0.686691    0.686593    0.686593    0.686893    0.686893    0.686981    0.686981    0.686892    0.686892    0.686803    0.686803    0.686343    0.686343    0.686246    0.686246    0.686182    0.686182    
73    0.608749    317.246000    0.097019    0.349145    0.349145    0.349144    0.349144    0.349144    0.349144    0.349144    0.349144    0.349144    0.349144    0.349160    0.349160    0.394336    0.394336    0.441702    0.441702    0.485401    0.485401    0.529973    0.529973    0.577532    0.577532    0.625939    0.625939    0.669459    0.669459    0.707369    0.707369    0.710266    0.710266    0.710424    0.710424    0.710387    0.710387    0.710299    0.710299    0.710153    0.710153    0.710050    0.710050    0.709941    0.709941    0.709898    0.709898    0.709757    0.709757    0.709734    0.709734    0.709721    0.709721    
74    0.455706    352.238000    0.694191    0.346872    0.346872    0.346872    0.346872    0.346872    0.346872    0.346872    0.346872    0.346872    0.346872    0.346813    0.346813    0.404235    0.404235    0.470650    0.470650    0.543962    0.543962    0.605859    0.605859    0.673622    0.673622    0.731462    0.731462    0.750497    0.750497    0.750507    0.750507    0.749913    0.749913    0.749230    0.749230    0.748758    0.748758    0.748464    0.748464    0.748311    0.748311    0.748124    0.748124    0.747988    0.747988    0.747875    0.747875    0.747829    0.747829    0.747809    0.747809    0.747782    0.747782    
75    0.469542    307.717000    0.573021    0.346744    0.346744    0.346744    0.346744    0.346743    0.346743    0.346743    0.346743    0.346742    0.346742    0.346318    0.346318    0.387448    0.387448    0.453460    0.453460    0.526332    0.526332    0.604131    0.604131    0.668631    0.668631    0.725297    0.725297    0.776319    0.776319    0.778036    0.778036    0.777450    0.777450    0.776697    0.776697    0.776250    0.776250    0.775908    0.775908    0.775697    0.775697    0.775507    0.775507    0.775343    0.775343    0.775265    0.775265    0.775211    0.775211    0.775170    0.775170    0.775121    0.775121    
76    0.619356    285.991000    0.088900    0.349921    0.349921    0.349921    0.349921    0.349920    0.349920    0.349920    0.349920    0.349920    0.349920    0.348380    0.348380    0.346177    0.346177    0.395785    0.395785    0.445188    0.445188    0.496142    0.496142    0.538881    0.538881    0.591577    0.591577    0.640137    0.640137    0.674408    0.674408    0.674495    0.674495    0.673924    0.673924    0.673774    0.673774    0.673653    0.673653    0.673535    0.673535    0.673493    0.673493    0.673478    0.673478    0.673419    0.673419    0.673375    0.673375    0.673298    0.673298    0.673298    0.673298    
77    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
78    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
79    0.572932    334.503000    0.180360    0.349272    0.349272    0.349272    0.349272    0.349271    0.349271    0.349271    0.349271    0.349270    0.349270    0.348773    0.348773    0.355000    0.355000    0.403430    0.403430    0.454359    0.454359    0.506597    0.506597    0.560300    0.560300    0.612902    0.612902    0.654165    0.654165    0.686289    0.686289    0.686537    0.686537    0.685953    0.685953    0.685755    0.685755    0.685620    0.685620    0.685420    0.685420    0.685298    0.685298    0.685200    0.685200    0.685188    0.685188    0.685178    0.685178    0.685196    0.685196    0.685211    0.685211    
80    0.480326    371.610000    0.483965    0.347468    0.347468    0.347468    0.347468    0.347468    0.347468    0.347467    0.347467    0.347467    0.347467    0.347599    0.347599    0.377899    0.377899    0.434715    0.434715    0.498032    0.498032    0.562625    0.562625    0.628478    0.628478    0.684008    0.684008    0.734483    0.734483    0.739440    0.739440    0.739813    0.739813    0.739788    0.739788    0.739675    0.739675    0.739556    0.739556    0.739423    0.739423    0.739296    0.739296    0.739182    0.739182    0.739084    0.739084    0.739035    0.739035    0.738938    0.738938    0.738924    0.738924    
81    0.635646    142.107000    0.062948    0.350754    0.350754    0.350754    0.350754    0.350754    0.350754    0.350753    0.350753    0.350753    0.350753    0.350503    0.350503    0.350179    0.350179    0.349854    0.349854    0.349955    0.349955    0.356170    0.356170    0.413530    0.413530    0.476294    0.476294    0.528245    0.528245    0.588462    0.588462    0.638718    0.638718    0.687358    0.687358    0.687726    0.687726    0.687638    0.687638    0.687949    0.687949    0.687963    0.687963    0.687861    0.687861    0.687399    0.687399    0.687165    0.687165    0.687036    0.687036    0.686954    0.686954    
82    0.499240    238.067000    0.416864    0.347533    0.347533    0.347533    0.347533    0.347534    0.347534    0.347533    0.347533    0.347533    0.347533    0.346156    0.346156    0.346730    0.346730    0.386097    0.386097    0.448380    0.448380    0.507164    0.507164    0.577480    0.577480    0.652580    0.652580    0.715532    0.715532    0.775415    0.775415    0.777792    0.777792    0.778411    0.778411    0.778396    0.778396    0.778455    0.778455    0.778402    0.778402    0.778476    0.778476    0.778422    0.778422    0.778407    0.778407    0.778204    0.778204    0.777987    0.777987    0.777900    0.777900    
83    0.500286    233.940000    0.420609    0.348158    0.348158    0.348158    0.348158    0.348157    0.348157    0.348157    0.348157    0.348156    0.348156    0.346755    0.346755    0.347398    0.347398    0.350330    0.350330    0.408367    0.408367    0.467681    0.467681    0.544163    0.544163    0.610211    0.610211    0.681505    0.681505    0.740015    0.740015    0.742577    0.742577    0.743261    0.743261    0.743194    0.743194    0.743223    0.743223    0.743191    0.743191    0.743266    0.743266    0.743237    0.743237    0.743238    0.743238    0.743043    0.743043    0.742924    0.742924    0.742841    0.742841    
84    0.523898    291.957000    0.264455    0.347304    0.347304    0.347303    0.347303    0.347304    0.347304    0.347303    0.347303    0.347303    0.347303    0.346916    0.346916    0.399760    0.399760    0.460338    0.460338    0.521107    0.521107    0.579444    0.579444    0.637699    0.637699    0.700034    0.700034    0.744001    0.744001    0.777825    0.777825    0.778639    0.778639    0.778821    0.778821    0.778964    0.778964    0.778966    0.778966    0.778891    0.778891    0.778734    0.778734    0.778667    0.778667    0.778605    0.778605    0.778497    0.778497    0.778465    0.778465    0.778494    0.778494    
85    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
86    0.484570    238.578000    0.461012    0.347758    0.347758    0.347758    0.347758    0.347759    0.347759    0.347758    0.347758    0.347758    0.347758    0.346482    0.346482    0.347485    0.347485    0.363118    0.363118    0.428025    0.428025    0.498784    0.498784    0.567505    0.567505    0.632175    0.632175    0.701058    0.701058    0.751578    0.751578    0.753946    0.753946    0.754531    0.754531    0.754454    0.754454    0.754558    0.754558    0.754523    0.754523    0.754628    0.754628    0.754603    0.754603    0.754608    0.754608    0.754541    0.754541    0.754456    0.754456    0.754445    0.754445    
87    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
88    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
89    0.748022    326.412000    0.011007    0.351521    0.351521    0.351520    0.351520    0.351521    0.351521    0.351520    0.351520    0.351520    0.351520    0.380279    0.380279    0.411534    0.411534    0.440547    0.440547    0.472259    0.472259    0.501456    0.501456    0.531218    0.531218    0.559743    0.559743    0.589271    0.589271    0.601278    0.601278    0.613341    0.613341    0.632875    0.632875    0.632651    0.632651    0.632609    0.632609    0.632552    0.632552    0.632498    0.632498    0.632429    0.632429    0.632377    0.632377    0.632321    0.632321    0.632314    0.632314    0.632323    0.632323    
90    0.739438    309.042000    0.018269    0.351866    0.351866    0.351866    0.351866    0.351866    0.351866    0.351865    0.351865    0.351865    0.351865    0.352315    0.352315    0.386785    0.386785    0.416121    0.416121    0.444740    0.444740    0.474172    0.474172    0.503530    0.503530    0.535852    0.535852    0.568340    0.568340    0.594950    0.594950    0.610159    0.610159    0.610751    0.610751    0.610433    0.610433    0.610214    0.610214    0.609913    0.609913    0.609705    0.609705    0.609647    0.609647    0.609581    0.609581    0.609526    0.609526    0.609506    0.609506    0.609535    0.609535    
91    0.499773    186.918000    0.465216    0.349357    0.349357    0.349357    0.349357    0.349356    0.349356    0.349356    0.349356    0.349356    0.349356    0.349904    0.349904    0.350312    0.350312    0.350088    0.350088    0.349665    0.349665    0.350388    0.350388    0.438815    0.438815    0.517712    0.517712    0.606584    0.606584    0.672151    0.672151    0.674264    0.674264    0.675062    0.675062    0.675161    0.675161    0.675078    0.675078    0.675166    0.675166    0.675090    0.675090    0.675092    0.675092    0.675295    0.675295    0.675254    0.675254    0.674867    0.674867    0.674804    0.674804    
92    0.525727    184.149000    0.298042    0.349192    0.349192    0.349192    0.349192    0.349192    0.349192    0.349191    0.349191    0.349192    0.349192    0.349116    0.349116    0.349277    0.349277    0.349566    0.349566    0.350338    0.350338    0.403510    0.403510    0.473773    0.473773    0.546263    0.546263    0.624077    0.624077    0.694892    0.694892    0.698228    0.698228    0.699078    0.699078    0.699182    0.699182    0.699109    0.699109    0.699202    0.699202    0.699187    0.699187    0.699237    0.699237    0.699288    0.699288    0.698916    0.698916    0.698703    0.698703    0.698618    0.698618    
93    0.506807    225.274000    0.365316    0.348133    0.348133    0.348133    0.348133    0.348132    0.348132    0.348132    0.348132    0.348132    0.348132    0.346881    0.346881    0.347383    0.347383    0.351164    0.351164    0.404340    0.404340    0.472981    0.472981    0.541972    0.541972    0.616650    0.616650    0.692669    0.692669    0.746341    0.746341    0.748988    0.748988    0.749808    0.749808    0.749811    0.749811    0.749904    0.749904    0.749570    0.749570    0.749411    0.749411    0.749183    0.749183    0.748841    0.748841    0.748747    0.748747    0.748633    0.748633    0.748562    0.748562    
94    0.525072    239.349000    0.358085    0.348610    0.348610    0.348610    0.348610    0.348610    0.348610    0.348609    0.348609    0.348610    0.348610    0.347167    0.347167    0.347403    0.347403    0.356060    0.356060    0.413858    0.413858    0.476209    0.476209    0.542141    0.542141    0.605307    0.605307    0.669062    0.669062    0.718061    0.718061    0.720680    0.720680    0.721441    0.721441    0.721401    0.721401    0.721457    0.721457    0.721434    0.721434    0.721566    0.721566    0.721557    0.721557    0.721568    0.721568    0.721335    0.721335    0.721305    0.721305    0.721337    0.721337    
95    0.739041    317.089000    0.018579    0.351978    0.351978    0.351978    0.351978    0.351977    0.351977    0.351977    0.351977    0.351978    0.351978    0.351099    0.351099    0.383697    0.383697    0.409335    0.409335    0.440217    0.440217    0.470227    0.470227    0.502430    0.502430    0.533062    0.533062    0.561486    0.561486    0.583897    0.583897    0.597832    0.597832    0.603815    0.603815    0.603625    0.603625    0.603340    0.603340    0.603076    0.603076    0.603017    0.603017    0.602925    0.602925    0.602925    0.602925    0.602931    0.602931    0.602954    0.602954    0.602967    0.602967    
