idx         Dr           G0           hpo           max1            res1            max3            res3            max5            res5            max7            res7            max9            res9            max11            res11            max13            res13            max15            res15            max17            res17            max19            res19            max21            res21            max23            res23            max25            res25            max27            res27            max29            res29            max31            res31            max33            res33            max35            res35            max37            res37            max39            res39            max41            res41            max43            res43            max45            res45            max47            res47            max49            res49            
147    0.558667    284.751000    0.179008    0.347776    0.347776    0.347776    0.347776    0.347775    0.347775    0.347775    0.347775    0.347774    0.347774    0.347478    0.347478    0.408233    0.408233    0.459714    0.459714    0.518745    0.518745    0.567562    0.567562    0.626821    0.626821    0.685557    0.685557    0.732823    0.732823    0.767298    0.767298    0.768326    0.768326    0.768351    0.768351    0.768271    0.768271    0.768131    0.768131    0.767979    0.767979    0.767911    0.767911    0.767849    0.767849    0.767745    0.767745    0.767658    0.767658    0.767587    0.767587    0.767526    0.767526    
148    0.556194    108.464000    0.191671    0.350564    0.350564    0.350564    0.350564    0.350564    0.350564    0.350563    0.350563    0.350564    0.350564    0.351510    0.351510    0.352170    0.352170    0.353982    0.353982    0.352918    0.352918    0.352267    0.352267    0.352701    0.352701    0.393836    0.393836    0.467073    0.467073    0.527208    0.527208    0.589681    0.589681    0.663763    0.663763    0.663861    0.663861    0.663676    0.663676    0.663827    0.663827    0.664184    0.664184    0.664197    0.664197    0.664329    0.664329    0.664458    0.664458    0.664679    0.664679    0.664784    0.664784    
149    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
150    0.495328    193.758000    0.398280    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348302    0.348301    0.348301    0.347333    0.347333    0.347928    0.347928    0.348430    0.348430    0.350019    0.350019    0.419906    0.419906    0.498663    0.498663    0.584169    0.584169    0.660749    0.660749    0.742276    0.742276    0.745575    0.745575    0.746507    0.746507    0.746473    0.746473    0.746392    0.746392    0.746177    0.746177    0.745869    0.745869    0.745585    0.745585    0.745293    0.745293    0.745245    0.745245    0.745154    0.745154    0.745049    0.745049    
151    0.485753    263.636000    0.481718    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.347443    0.346356    0.346356    0.347925    0.347925    0.400168    0.400168    0.458544    0.458544    0.526900    0.526900    0.591083    0.591083    0.658198    0.658198    0.716190    0.716190    0.766587    0.766587    0.768448    0.768448    0.768826    0.768826    0.768942    0.768942    0.768997    0.768997    0.768962    0.768962    0.769051    0.769051    0.769033    0.769033    0.768959    0.768959    0.768713    0.768713    0.768615    0.768615    0.768491    0.768491    
152    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
153    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
154    0.506340    221.606000    0.383838    0.348450    0.348450    0.348450    0.348450    0.348450    0.348450    0.348449    0.348449    0.348450    0.348450    0.347271    0.347271    0.347400    0.347400    0.349176    0.349176    0.387784    0.387784    0.456100    0.456100    0.523703    0.523703    0.599020    0.599020    0.667191    0.667191    0.725577    0.725577    0.728091    0.728091    0.728816    0.728816    0.728792    0.728792    0.728887    0.728887    0.728842    0.728842    0.728944    0.728944    0.728944    0.728944    0.728946    0.728946    0.728681    0.728681    0.728470    0.728470    0.728454    0.728454    
155    0.504569    332.029000    0.404155    0.347512    0.347512    0.347512    0.347512    0.347511    0.347511    0.347511    0.347511    0.347512    0.347512    0.347217    0.347217    0.395656    0.395656    0.454719    0.454719    0.517988    0.517988    0.584219    0.584219    0.650736    0.650736    0.697955    0.697955    0.741192    0.741192    0.743592    0.743592    0.743710    0.743710    0.743514    0.743514    0.743269    0.743269    0.743120    0.743120    0.742979    0.742979    0.742828    0.742828    0.742665    0.742665    0.742606    0.742606    0.742564    0.742564    0.742543    0.742543    0.742570    0.742570    
156    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
157    0.500286    233.940000    0.420609    0.348158    0.348158    0.348158    0.348158    0.348157    0.348157    0.348157    0.348157    0.348156    0.348156    0.346755    0.346755    0.347398    0.347398    0.350330    0.350330    0.408367    0.408367    0.467681    0.467681    0.544163    0.544163    0.610211    0.610211    0.681505    0.681505    0.740015    0.740015    0.742577    0.742577    0.743261    0.743261    0.743194    0.743194    0.743223    0.743223    0.743191    0.743191    0.743266    0.743266    0.743237    0.743237    0.743238    0.743238    0.743043    0.743043    0.742924    0.742924    0.742841    0.742841    
158    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
159    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
160    0.562217    337.603000    0.169590    0.348227    0.348227    0.348227    0.348227    0.348227    0.348227    0.348226    0.348226    0.348227    0.348227    0.348319    0.348319    0.401757    0.401757    0.449254    0.449254    0.505247    0.505247    0.549253    0.549253    0.608349    0.608349    0.660522    0.660522    0.705582    0.705582    0.739858    0.739858    0.740670    0.740670    0.741044    0.741044    0.740951    0.740951    0.740856    0.740856    0.740731    0.740731    0.740571    0.740571    0.740430    0.740430    0.740308    0.740308    0.740377    0.740377    0.740362    0.740362    0.740349    0.740349    
161    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
162    0.572932    334.503000    0.180360    0.349272    0.349272    0.349272    0.349272    0.349271    0.349271    0.349271    0.349271    0.349270    0.349270    0.348773    0.348773    0.355000    0.355000    0.403430    0.403430    0.454359    0.454359    0.506597    0.506597    0.560300    0.560300    0.612902    0.612902    0.654165    0.654165    0.686289    0.686289    0.686537    0.686537    0.685953    0.685953    0.685755    0.685755    0.685620    0.685620    0.685420    0.685420    0.685298    0.685298    0.685200    0.685200    0.685188    0.685188    0.685178    0.685178    0.685196    0.685196    0.685211    0.685211    
163    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
164    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
165    0.473399    192.037000    0.516359    0.348769    0.348769    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348449    0.348449    0.348860    0.348860    0.349035    0.349035    0.349445    0.349445    0.351768    0.351768    0.437781    0.437781    0.531042    0.531042    0.619542    0.619542    0.702898    0.702898    0.705346    0.705346    0.706218    0.706218    0.706359    0.706359    0.706261    0.706261    0.706459    0.706459    0.706273    0.706273    0.705982    0.705982    0.705703    0.705703    0.705462    0.705462    0.705355    0.705355    0.705278    0.705278    
166    0.519025    198.423000    0.313008    0.348879    0.348879    0.348879    0.348879    0.348879    0.348879    0.348878    0.348878    0.348879    0.348879    0.348816    0.348816    0.349379    0.349379    0.350029    0.350029    0.351409    0.351409    0.419977    0.419977    0.493202    0.493202    0.565850    0.565850    0.636999    0.636999    0.712279    0.712279    0.715088    0.715088    0.716071    0.716071    0.716060    0.716060    0.715992    0.715992    0.715806    0.715806    0.715535    0.715535    0.715328    0.715328    0.715102    0.715102    0.715056    0.715056    0.715023    0.715023    0.714914    0.714914    
167    0.499388    242.257000    0.398017    0.347326    0.347326    0.347326    0.347326    0.347325    0.347325    0.347325    0.347325    0.347324    0.347324    0.346110    0.346110    0.347975    0.347975    0.402064    0.402064    0.469867    0.469867    0.532859    0.532859    0.597768    0.597768    0.665176    0.665176    0.733732    0.733732    0.783556    0.783556    0.785827    0.785827    0.786290    0.786290    0.786258    0.786258    0.786347    0.786347    0.786319    0.786319    0.786432    0.786432    0.786461    0.786461    0.786399    0.786399    0.786121    0.786121    0.786061    0.786061    0.785996    0.785996    
168    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
169    0.506340    221.606000    0.383838    0.348450    0.348450    0.348450    0.348450    0.348450    0.348450    0.348449    0.348449    0.348450    0.348450    0.347271    0.347271    0.347400    0.347400    0.349176    0.349176    0.387784    0.387784    0.456100    0.456100    0.523703    0.523703    0.599020    0.599020    0.667191    0.667191    0.725577    0.725577    0.728091    0.728091    0.728816    0.728816    0.728792    0.728792    0.728887    0.728887    0.728842    0.728842    0.728944    0.728944    0.728944    0.728944    0.728946    0.728946    0.728681    0.728681    0.728470    0.728470    0.728454    0.728454    
170    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
171    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
172    0.512310    284.208000    0.319786    0.347073    0.347073    0.347073    0.347073    0.347072    0.347072    0.347072    0.347072    0.347071    0.347071    0.346858    0.346858    0.405442    0.405442    0.464098    0.464098    0.526894    0.526894    0.593369    0.593369    0.660453    0.660453    0.722986    0.722986    0.771668    0.771668    0.780654    0.780654    0.780928    0.780928    0.780657    0.780657    0.780537    0.780537    0.780384    0.780384    0.780206    0.780206    0.780131    0.780131    0.780104    0.780104    0.780083    0.780083    0.779997    0.779997    0.780004    0.780004    0.779962    0.779962    
173    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
174    0.733143    278.441000    0.015654    0.351454    0.351454    0.351453    0.351453    0.351453    0.351453    0.351452    0.351452    0.351452    0.351452    0.349664    0.349664    0.386105    0.386105    0.416175    0.416175    0.450303    0.450303    0.481092    0.481092    0.514333    0.514333    0.543004    0.543004    0.576742    0.576742    0.607202    0.607202    0.630181    0.630181    0.643031    0.643031    0.642717    0.642717    0.642601    0.642601    0.642490    0.642490    0.642583    0.642583    0.642468    0.642468    0.642363    0.642363    0.642332    0.642332    0.642366    0.642366    0.642363    0.642363    
175    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
176    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
177    0.547441    108.604000    0.227427    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350588    0.350587    0.350587    0.349499    0.349499    0.348072    0.348072    0.348081    0.348081    0.347021    0.347021    0.345785    0.345785    0.345164    0.345164    0.373693    0.373693    0.438315    0.438315    0.520665    0.520665    0.585744    0.585744    0.663969    0.663969    0.663743    0.663743    0.663544    0.663544    0.663591    0.663591    0.663970    0.663970    0.663736    0.663736    0.663826    0.663826    0.663934    0.663934    0.664042    0.664042    0.664125    0.664125    
178    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
179    0.619356    285.991000    0.088900    0.349921    0.349921    0.349921    0.349921    0.349920    0.349920    0.349920    0.349920    0.349920    0.349920    0.348380    0.348380    0.346177    0.346177    0.395785    0.395785    0.445188    0.445188    0.496142    0.496142    0.538881    0.538881    0.591577    0.591577    0.640137    0.640137    0.674408    0.674408    0.674495    0.674495    0.673924    0.673924    0.673774    0.673774    0.673653    0.673653    0.673535    0.673535    0.673493    0.673493    0.673478    0.673478    0.673419    0.673419    0.673375    0.673375    0.673298    0.673298    0.673298    0.673298    
180    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
181    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
182    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
183    0.473399    192.037000    0.516359    0.348769    0.348769    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348768    0.348449    0.348449    0.348860    0.348860    0.349035    0.349035    0.349445    0.349445    0.351768    0.351768    0.437781    0.437781    0.531042    0.531042    0.619542    0.619542    0.702898    0.702898    0.705346    0.705346    0.706218    0.706218    0.706359    0.706359    0.706261    0.706261    0.706459    0.706459    0.706273    0.706273    0.705982    0.705982    0.705703    0.705703    0.705462    0.705462    0.705355    0.705355    0.705278    0.705278    
184    0.498489    234.606000    0.391918    0.347820    0.347820    0.347820    0.347820    0.347819    0.347819    0.347819    0.347819    0.347819    0.347819    0.346509    0.346509    0.347301    0.347301    0.360273    0.360273    0.424581    0.424581    0.491178    0.491178    0.565538    0.565538    0.632455    0.632455    0.701490    0.701490    0.759130    0.759130    0.761408    0.761408    0.762053    0.762053    0.761978    0.761978    0.762055    0.762055    0.762015    0.762015    0.762123    0.762123    0.762109    0.762109    0.762011    0.762011    0.761726    0.761726    0.761489    0.761489    0.761413    0.761413    
185    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
186    0.456176    365.420000    0.695252    0.346854    0.346854    0.346854    0.346854    0.346854    0.346854    0.346854    0.346854    0.346854    0.346854    0.346753    0.346753    0.407479    0.407479    0.470375    0.470375    0.526388    0.526388    0.590290    0.590290    0.656593    0.656593    0.714167    0.714167    0.757005    0.757005    0.757185    0.757185    0.757276    0.757276    0.757046    0.757046    0.756831    0.756831    0.756675    0.756675    0.756526    0.756526    0.756406    0.756406    0.756295    0.756295    0.756186    0.756186    0.756097    0.756097    0.756036    0.756036    0.756011    0.756011    
187    0.488413    354.551000    0.455621    0.347378    0.347378    0.347378    0.347378    0.347377    0.347377    0.347377    0.347377    0.347378    0.347378    0.347505    0.347505    0.381222    0.381222    0.442891    0.442891    0.504266    0.504266    0.563925    0.563925    0.630683    0.630683    0.690242    0.690242    0.734015    0.734015    0.751651    0.751651    0.752192    0.752192    0.752209    0.752209    0.752088    0.752088    0.751953    0.751953    0.751823    0.751823    0.751695    0.751695    0.751629    0.751629    0.751543    0.751543    0.751493    0.751493    0.751439    0.751439    0.751470    0.751470    
188    0.519025    198.423000    0.313008    0.348879    0.348879    0.348879    0.348879    0.348879    0.348879    0.348878    0.348878    0.348879    0.348879    0.348816    0.348816    0.349379    0.349379    0.350029    0.350029    0.351409    0.351409    0.419977    0.419977    0.493202    0.493202    0.565850    0.565850    0.636999    0.636999    0.712279    0.712279    0.715088    0.715088    0.716071    0.716071    0.716060    0.716060    0.715992    0.715992    0.715806    0.715806    0.715535    0.715535    0.715328    0.715328    0.715102    0.715102    0.715056    0.715056    0.715023    0.715023    0.714914    0.714914    
189    0.451073    373.485000    0.682865    0.346684    0.346684    0.346684    0.346684    0.346684    0.346684    0.346684    0.346684    0.346684    0.346684    0.346412    0.346412    0.409610    0.409610    0.471549    0.471549    0.535624    0.535624    0.598204    0.598204    0.661323    0.661323    0.720609    0.720609    0.763422    0.763422    0.764480    0.764480    0.764794    0.764794    0.764889    0.764889    0.764821    0.764821    0.764695    0.764695    0.764593    0.764593    0.764485    0.764485    0.764374    0.764374    0.764261    0.764261    0.764211    0.764211    0.764142    0.764142    0.764119    0.764119    
190    0.625588    141.454000    0.076320    0.350945    0.350945    0.350945    0.350945    0.350944    0.350944    0.350944    0.350944    0.350944    0.350944    0.350480    0.350480    0.350073    0.350073    0.349464    0.349464    0.348848    0.348848    0.349265    0.349265    0.395831    0.395831    0.452433    0.452433    0.514494    0.514494    0.571071    0.571071    0.620790    0.620790    0.667281    0.667281    0.667539    0.667539    0.667494    0.667494    0.667807    0.667807    0.667859    0.667859    0.667804    0.667804    0.667648    0.667648    0.667130    0.667130    0.667035    0.667035    0.667101    0.667101    
191    0.500742    232.515000    0.421093    0.348075    0.348075    0.348074    0.348074    0.348075    0.348075    0.348074    0.348074    0.348074    0.348074    0.346514    0.346514    0.346868    0.346868    0.352215    0.352215    0.407252    0.407252    0.479395    0.479395    0.545492    0.545492    0.617785    0.617785    0.690827    0.690827    0.744999    0.744999    0.747735    0.747735    0.748650    0.748650    0.748580    0.748580    0.748616    0.748616    0.748563    0.748563    0.748674    0.748674    0.748618    0.748618    0.748615    0.748615    0.748436    0.748436    0.748344    0.748344    0.748255    0.748255    
192    0.519025    198.423000    0.313008    0.348879    0.348879    0.348879    0.348879    0.348879    0.348879    0.348878    0.348878    0.348879    0.348879    0.348816    0.348816    0.349379    0.349379    0.350029    0.350029    0.351409    0.351409    0.419977    0.419977    0.493202    0.493202    0.565850    0.565850    0.636999    0.636999    0.712279    0.712279    0.715088    0.715088    0.716071    0.716071    0.716060    0.716060    0.715992    0.715992    0.715806    0.715806    0.715535    0.715535    0.715328    0.715328    0.715102    0.715102    0.715056    0.715056    0.715023    0.715023    0.714914    0.714914    
193    0.622649    134.543000    0.078766    0.350722    0.350722    0.350721    0.350721    0.350722    0.350722    0.350722    0.350722    0.350721    0.350721    0.351281    0.351281    0.352005    0.352005    0.352290    0.352290    0.352255    0.352255    0.352897    0.352897    0.396530    0.396530    0.454119    0.454119    0.512969    0.512969    0.571927    0.571927    0.632817    0.632817    0.686629    0.686629    0.686691    0.686691    0.686593    0.686593    0.686893    0.686893    0.686981    0.686981    0.686892    0.686892    0.686803    0.686803    0.686343    0.686343    0.686246    0.686246    0.686182    0.686182    
194    0.525727    184.149000    0.298042    0.349192    0.349192    0.349192    0.349192    0.349192    0.349192    0.349191    0.349191    0.349192    0.349192    0.349116    0.349116    0.349277    0.349277    0.349566    0.349566    0.350338    0.350338    0.403510    0.403510    0.473773    0.473773    0.546263    0.546263    0.624077    0.624077    0.694892    0.694892    0.698228    0.698228    0.699078    0.699078    0.699182    0.699182    0.699109    0.699109    0.699202    0.699202    0.699187    0.699187    0.699237    0.699237    0.699288    0.699288    0.698916    0.698916    0.698703    0.698703    0.698618    0.698618    
195    0.680494    307.350000    0.039002    0.350508    0.350508    0.350508    0.350508    0.350507    0.350507    0.350507    0.350507    0.350507    0.350507    0.350416    0.350416    0.394256    0.394256    0.429479    0.429479    0.465954    0.465954    0.499242    0.499242    0.538417    0.538417    0.577400    0.577400    0.619780    0.619780    0.650873    0.650873    0.666301    0.666301    0.666217    0.666217    0.665810    0.665810    0.665665    0.665665    0.665526    0.665526    0.665367    0.665367    0.665277    0.665277    0.665242    0.665242    0.665229    0.665229    0.665214    0.665214    0.665221    0.665221    
196    0.460228    364.050000    0.684362    0.346875    0.346875    0.346875    0.346875    0.346874    0.346874    0.346874    0.346874    0.346874    0.346874    0.346882    0.346882    0.409570    0.409570    0.469042    0.469042    0.532081    0.532081    0.594338    0.594338    0.662085    0.662085    0.717972    0.717972    0.757057    0.757057    0.757144    0.757144    0.756647    0.756647    0.756362    0.756362    0.756121    0.756121    0.756015    0.756015    0.755850    0.755850    0.755700    0.755700    0.755575    0.755575    0.755443    0.755443    0.755369    0.755369    0.755345    0.755345    0.755317    0.755317    
197    0.519025    198.423000    0.313008    0.348879    0.348879    0.348879    0.348879    0.348879    0.348879    0.348878    0.348878    0.348879    0.348879    0.348816    0.348816    0.349379    0.349379    0.350029    0.350029    0.351409    0.351409    0.419977    0.419977    0.493202    0.493202    0.565850    0.565850    0.636999    0.636999    0.712279    0.712279    0.715088    0.715088    0.716071    0.716071    0.716060    0.716060    0.715992    0.715992    0.715806    0.715806    0.715535    0.715535    0.715328    0.715328    0.715102    0.715102    0.715056    0.715056    0.715023    0.715023    0.714914    0.714914    
